,,,
File,Raw,DataFile,
Time,Major,Minor1,
85,94,73,
86,94,73,
85,94,74,
85,94,71,
86,93,70,
85,93,71,
85,93,72,
86,93,72,
85,94,74,
85,94,75,
86,96,75,
85,94,74,
85,92,71,
86,91,71,
85,91,71,
85,92,70,
86,92,72,
85,93,73,
85,94,72,
86,93,73,
85,94,73,
85,93,71,
86,93,73,
85,93,71,
85,92,73,
86,94,72,
85,95,75,
86,94,75,
85,95,75,
85,94,73,
86,93,72,
85,92,71,
85,90,70,
86,90,69,
85,92,69,
85,92,71,
86,93,72,
85,93,72,
85,93,73,
86,92,71,
85,93,72,
85,93,74,
86,92,73,
85,93,73,
85,95,76,
86,94,75,
85,96,76,
85,95,75,
86,93,73,
85,92,70,
85,92,71,
85,90,69,
86,92,72,
85,93,70,
85,93,71,
85,93,72,
86,93,71,
85,94,73,
85,93,72,
86,93,72,
85,93,71,
85,92,71,
85,95,73,
86,94,75,
85,95,77,
85,95,73,
86,92,73,
85,91,72,
85,92,72,
86,92,70,
85,92,71,
85,93,71,
85,93,72,
86,94,73,
85,93,73,
85,93,73,
86,93,73,
85,95,73,
86,94,72,
85,94,73,
85,95,74,
85,95,76,
86,96,76,
85,94,74,
85,94,72,
86,92,70,
85,91,70,
85,90,69,
86,92,72,
85,94,71,
85,94,74,
86,93,72,
85,93,72,
85,93,71,
86,94,72,
85,94,73,
85,94,73,
86,93,73,
85,94,73,
85,94,73,
86,95,75,
85,95,73,
85,95,73,
86,92,71,
85,93,70,
85,92,69,
86,92,71,
85,93,71,
85,91,70,
86,92,71,
85,93,73,
85,94,74,
85,94,72,
86,92,72,
85,94,73,
86,93,72,
85,94,73,
85,95,75,
86,96,74,
85,95,73,
85,94,73,
85,92,71,
86,91,71,
85,91,68,
85,91,70,
86,92,71,
85,92,70,
85,92,71,
86,92,73,
85,92,72,
85,93,72,
85,94,73,
86,94,71,
85,93,73,
85,94,74,
86,95,75,
85,95,74,
85,95,75,
86,95,75,
85,94,73,
85,92,72,
85,90,68,
86,91,70,
85,92,71,
85,92,73,
85,93,72,
86,93,72,
85,94,71,
85,92,72,
85,92,72,
86,94,73,
85,93,71,
85,93,72,
86,94,74,
85,94,74,
85,96,75,
86,94,74,
85,93,71,
85,92,70,
85,90,70,
86,91,71,
85,92,71,
85,91,70,
85,92,72,
86,92,70,
85,92,71,
85,93,72,
86,92,72,
85,92,71,
85,94,73,
86,94,74,
85,94,74,
85,95,74,
86,95,75,
85,95,73,
85,93,72,
86,92,71,
85,92,72,
85,91,70,
85,92,71,
86,92,71,
85,93,73,
85,93,73,
86,93,73,
85,92,72,
85,93,72,
86,93,72,
85,93,73,
85,93,72,
86,95,75,
85,95,74,
85,97,76,
86,95,75,
85,94,75,
85,93,72,
86,91,70,
85,91,70,
85,92,71,
85,93,71,
86,93,73,
85,93,73,
85,93,73,
85,95,73,
86,94,73,
85,92,73,
85,94,71,
86,92,72,
85,95,74,
85,95,74,
86,96,75,
85,95,73,
85,93,74,
85,91,72,
86,91,72,
85,91,70,
85,92,71,
86,92,71,
85,92,71,
85,94,72,
85,93,73,
86,94,72,
85,94,73,
85,93,73,
86,94,72,
85,94,72,
85,95,73,
86,95,75,
85,95,76,
85,94,74,
85,94,73,
86,92,70,
85,92,71,
85,90,70,
85,92,70,
86,92,72,
85,93,72,
85,94,72,
86,94,74,
85,93,73,
85,93,72,
86,93,72,
85,93,71,
85,93,71,
85,94,75,
86,95,74,
85,97,75,
85,95,73,
86,93,73,
85,91,70,
85,92,70,
85,90,70,
85,90,70,
86,92,71,
85,93,70,
85,92,71,
85,93,71,
85,94,72,
86,93,72,
85,93,72,
85,93,72,
86,93,73,
85,94,73,
85,94,74,
85,95,74,
87,97,76,
922,1031,790,
5424,6068,4664,
9686,10844,8230,
12156,13615,10199,
13400,15018,11146,
13991,15686,11573,
14260,15991,11754,
14380,16125,11833,
14638,16412,12042,
16554,18547,13665,
19237,21546,15924,
21235,23785,17561,
22412,25108,18497,
23028,25809,18971,
23325,26145,19182,
