,,,
File,Raw,DataFile,
Time,Major,Minor1,
85,92,72,
85,94,72,
84,94,72,
85,94,73,
85,94,72,
85,95,76,
85,92,72,
84,92,69,
85,92,69,
85,90,69,
84,90,68,
85,90,69,
85,91,70,
85,91,71,
84,92,71,
85,93,72,
85,92,71,
85,92,70,
84,91,71,
85,92,71,
85,93,72,
85,94,73,
84,94,72,
85,94,73,
85,94,73,
85,93,71,
84,92,71,
85,92,72,
85,90,70,
84,91,69,
85,91,70,
85,92,71,
85,92,70,
84,93,70,
85,92,71,
85,92,69,
84,92,70,
85,93,72,
85,91,72,
85,94,72,
84,94,72,
85,94,74,
85,93,74,
85,93,71,
85,90,68,
84,91,70,
85,91,69,
85,92,70,
84,92,70,
85,92,69,
85,91,70,
85,92,70,
84,91,71,
85,92,71,
85,92,70,
84,92,70,
85,93,70,
85,93,72,
84,94,73,
85,94,75,
85,94,74,
84,93,72,
85,90,70,
85,92,69,
85,89,68,
84,91,70,
85,91,71,
85,91,71,
84,92,72,
85,92,71,
85,93,73,
84,92,71,
85,92,70,
85,92,71,
85,93,70,
84,94,72,
85,95,74,
85,94,73,
85,95,74,
85,93,71,
84,91,69,
85,93,70,
85,90,69,
84,90,68,
85,91,70,
85,91,69,
85,93,71,
84,93,71,
85,92,71,
84,93,70,
85,91,71,
85,92,71,
85,92,72,
84,93,72,
85,95,74,
85,95,73,
85,95,73,
84,94,72,
85,92,70,
85,91,70,
85,90,69,
84,91,71,
85,93,72,
85,92,71,
84,91,71,
85,92,71,
85,92,69,
85,93,72,
84,93,72,
85,93,71,
85,92,71,
85,93,73,
84,94,73,
85,94,74,
85,95,74,
85,93,72,
84,92,70,
85,90,69,
85,91,68,
85,90,69,
84,92,69,
85,91,71,
85,92,71,
84,92,71,
85,91,70,
85,92,70,
85,92,72,
85,91,72,
84,92,72,
85,92,71,
85,94,73,
85,94,74,
84,95,74,
85,94,73,
85,91,70,
85,91,70,
84,90,69,
85,89,68,
85,90,70,
85,91,70,
84,93,71,
85,92,70,
85,94,71,
85,93,70,
84,93,70,
85,93,71,
