,,,
File,Raw,DataFile,
Time,Major,Minor1,
86,95,74,
86,95,73,
86,97,76,
85,94,74,
86,93,70,
86,92,71,
86,91,68,
85,92,69,
86,93,72,
86,94,71,
86,93,70,
85,92,71,
86,93,72,
86,93,71,
85,94,72,
86,94,71,
86,93,73,
85,94,73,
86,96,74,
86,96,75,
86,96,75,
85,95,73,
86,93,71,
86,91,70,
85,91,68,
86,92,70,
86,92,70,
85,92,72,
86,93,72,
86,93,71,
85,94,73,
86,94,72,
86,93,71,
85,92,71,
86,93,72,
86,94,74,
85,95,75,
86,97,74,
86,96,76,
85,96,75,
86,94,72,
86,92,72,
85,93,71,
86,91,72,
86,93,71,
85,93,70,
86,93,72,
85,93,74,
86,93,72,
86,94,72,
85,93,73,
86,93,72,
85,93,72,
86,94,72,
86,96,75,
85,94,73,
86,95,75,
86,95,74,
85,92,71,
86,92,71,
86,91,69,
85,92,69,
86,93,71,
86,94,72,
85,93,73,
86,93,71,
85,93,73,
86,93,72,
85,94,71,
86,93,70,
86,94,71,
85,93,71,
86,95,74,
85,94,73,
86,97,74,
85,95,74,
86,93,70,
85,92,70,
86,91,70,
85,91,69,
86,92,71,
85,93,72,
86,92,72,
85,93,72,
86,94,73,
85,94,72,
86,94,72,
86,93,72,
85,93,71,
86,93,73,
85,96,74,
86,96,73,
85,96,74,
86,96,75,
86,93,73,
85,92,70,
86,93,71,
85,93,69,
86,92,69,
85,93,71,
86,92,70,
85,92,70,
86,92,70,
85,93,70,
86,93,71,
85,92,70,
86,93,72,
85,93,71,
86,97,74,
85,95,73,
86,95,74,
85,96,75,
86,93,73,
85,93,71,
86,93,71,
85,91,70,
86,93,71,
85,93,72,
86,93,72,
85,93,71,
86,92,71,
85,93,72,
86,93,71,
85,93,71,
86,92,71,
85,94,72,
86,94,73,
85,95,73,
86,96,75,
85,96,74,
86,93,73,
85,92,71,
86,92,70,
85,91,70,
85,93,71,
86,93,72,
85,93,72,
86,93,70,
85,94,72,
86,94,72,
85,93,71,
86,93,71,
85,92,70,
86,93,72,
85,94,74,
86,94,73,
85,95,74,
86,95,73,
85,93,71,
85,91,67,
86,92,69,
85,91,67,
86,91,68,
85,92,71,
85,92,70,
86,93,71,
85,93,72,
86,94,72,
85,93,71,
86,93,71,
85,93,73,
86,93,73,
85,104,86,
86,120,102,
86,110,89,
85,103,83,
86,100,79,
85,96,74,
86,95,73,
85,95,71,
86,94,71,
85,95,73,
85,94,71,
86,93,71,
85,93,70,
85,89,65,
86,81,58,
85,85,63,
85,88,67,
86,90,69,
85,91,69,
85,93,71,
86,95,72,
85,95,73,
86,94,72,
85,91,70,
85,92,70,
86,90,67,
85,91,70,
85,92,70,
86,93,73,
85,93,72,
86,93,72,
85,93,72,
86,92,71,
85,92,70,
85,92,71,
86,93,71,
85,94,73,
85,94,74,
86,94,74,
85,95,74,
86,95,73,
85,91,71,
85,93,71,
86,90,70,
85,90,69,
86,91,70,
85,92,70,
85,93,71,
86,93,71,
85,93,72,
86,93,72,
85,93,71,
85,93,70,
86,95,72,
85,93,71,
85,94,73,
86,94,73,
85,95,76,
86,95,73,
85,92,70,
85,91,71,
86,91,70,
85,92,69,
85,92,71,
86,93,72,
85,92,70,
85,93,71,
86,93,71,
85,93,72,
85,93,73,
86,92,72,
85,92,71,
86,94,71,
85,94,73,
85,95,73,
86,97,77,
85,95,72,
85,94,71,
86,92,69,
85,92,70,
85,92,68,
86,93,70,
85,93,70,
86,93,72,
85,93,72,
85,93,72,
86,92,71,
85,93,72,
85,93,71,
86,93,71,
85,92,71,
85,94,73,
86,94,72,
85,96,74,
86,95,71,
85,93,71,
85,91,69,
85,93,71,
86,90,69,
85,91,69,
85,92,72,
86,93,70,
85,93,71,
85,94,70,
86,93,73,
85,94,71,
86,94,71,
85,93,72,
85,95,73,
86,96,74,
85,95,73,
85,96,74,
86,96,74,
85,93,71,
85,92,69,
86,92,69,
85,91,68,
85,92,70,
86,92,69,
85,92,70,
85,91,70,
86,93,71,
85,92,70,
85,92,72,
86,93,73,
85,94,72,
85,94,73,
85,95,75,
86,95,74,
85,97,77,
86,96,75,
412,474,356,
5218,6070,4578,
11818,13767,10271,
16023,18677,13742,
18226,21254,15472,
19294,22505,16271,
19791,23096,16623,
20016,23367,16781,
20164,23540,16886,
21870,25519,18360,
25579,29823,21560,
28777,33548,24257,
30789,35906,25902,
31888,37201,26763,
32441,37857,27190,
32703,38168,27379,
32817,38310,27457,
32860,38355,27481,
32868,38364,27488,
32864,38358,27486,
32853,38349,27474,
32839,38333,27451,
32824,38314,27446,
32810,38299,27444,
32795,38277,27427,
32781,38260,27408,
32765,38244,27396,
32750,38232,27389,
32737,38220,27379,
32724,38204,27367,
32710,38190,27355,
32697,38171,27342,
32684,38158,27328,
32672,38144,27317,
32660,38138,27308,
32647,38121,27304,
32636,38109,27297,
32627,38093,27289,
32615,38074,27277,
32606,38061,27264,
32597,38048,27255,
32587,38037,27252,
32580,38029,27248,
32571,38023,27242,
32562,38013,27235,
32554,38002,27232,
32545,37994,27230,
32538,37991,27217,
32531,37982,27202,
32523,37969,27197,
32513,37957,27186,
32507,37943,27184,
32498,37938,27182,
32490,37927,27174,
32483,37923,27170,
32478,37912,27168,
32474,37908,27162,
32470,37902,27160,
32464,37899,27150,
32457,37888,27143,
32451,37878,27137,
32445,37872,27136,
32440,37872,27137,
32437,37867,27128,
32432,37863,27122,
32427,37858,27115,
32422,37851,27117,
32419,37854,27117,
32416,37851,27110,
32412,37847,27105,
32407,37836,27112,
32405,37833,27108,
32401,37833,27100,
32395,37826,27092,
32389,37817,27088,
32385,37809,27081,
32385,37809,27075,
32383,37808,27077,
32379,37804,27077,
32377,37798,27075,
32373,37794,27071,
32369,37788,27070,
32364,37780,27069,
32361,37781,27066,
32357,37778,27064,
32353,37773,27056,
32351,37772,27059,
32347,37774,27056,
32346,37769,27057,
32344,37762,27057,
32339,37763,27059,
32339,37756,27053,
32337,37749,27049,
32334,37744,27052,
32334,37751,27048,
32333,37752,27044,
32332,37753,27035,
32328,37748,27034,
32324,37743,27031,
32321,37742,27031,
32320,37739,27028,
32320,37735,27034,
32318,37739,27037,
32317,37734,27032,
32315,37730,27032,
32312,37727,27016,
32308,37722,27017,
32308,37723,27019,
32306,37723,27018,
32305,37720,27018,
32304,37715,27015,
32304,37716,27013,
32304,37719,27014,
32303,37712,27011,
32300,37709,27010,
32300,37708,27014,
32298,37708,27013,
32299,37714,27018,
32299,37712,27018,
32299,37715,27018,
32299,37715,27021,
32299,37711,27018,
32297,37709,27014,
32297,37710,27020,
32295,37710,27019,
32294,37713,27018,
32293,37712,27014,
32291,37704,27006,
32288,37700,27008,
32289,37698,27013,
32292,37697,27007,
32292,37700,27007,
32292,37700,27009,
32291,37698,27006,
32287,37697,26996,
32285,37695,26990,
32284,37695,26998,
32281,37695,26996,
32281,37693,27000,
32283,37693,27011,
32283,37691,27015,
32279,37690,27003,
32276,37689,26991,
32276,37693,26997,
32274,37690,26992,
32274,37683,26995,
32274,37687,26990,
32275,37686,26991,
