,,,
File,Raw,DataFile,
Time,Major,Minor1,
84,94,75,
85,93,71,
85,92,72,
85,91,72,
85,93,73,
85,93,73,
85,94,72,
85,93,73,
85,92,72,
85,92,73,
85,94,74,
85,93,73,
85,93,74,
84,93,72,
85,93,72,
85,93,73,
85,96,76,
85,96,77,
85,95,75,
85,92,72,
85,92,72,
85,91,71,
85,92,70,
85,92,73,
85,94,74,
84,93,72,
85,93,73,
85,94,74,
85,92,73,
85,93,74,
85,93,73,
85,93,73,
85,94,73,
85,94,73,
85,94,75,
85,96,77,
85,95,78,
85,93,74,
84,94,75,
85,91,71,
85,91,70,
85,91,72,
85,93,73,
85,92,73,
85,93,73,
85,93,73,
85,94,72,
84,92,72,
85,94,74,
85,93,73,
85,93,72,
85,95,75,
85,94,75,
85,96,76,
85,95,75,
85,93,73,
85,93,72,
85,92,71,
85,91,71,
85,92,72,
85,92,71,
85,93,72,
84,94,74,
85,93,71,
85,93,72,
85,93,74,
85,93,74,
85,93,73,
85,93,73,
85,96,75,
85,95,77,
85,97,76,
85,95,74,
85,93,73,
85,92,71,
85,92,71,
84,90,71,
85,92,72,
85,92,73,
85,92,74,
85,92,73,
85,93,73,
85,93,72,
85,93,72,
85,93,73,
85,93,74,
85,94,73,
85,95,74,
85,95,74,
85,95,75,
85,95,75,
85,94,74,
85,93,72,
85,93,71,
85,91,70,
84,92,72,
85,93,73,
85,93,73,
85,95,75,
85,95,75,
85,93,73,
85,93,74,
85,94,74,
85,94,75,
85,93,73,
85,95,76,
85,95,75,
85,95,77,
85,96,76,
85,95,76,
85,92,72,
84,94,74,
85,91,70,
85,93,73,
85,92,72,
85,93,74,
85,92,73,
85,93,72,
85,93,74,
85,94,74,
85,93,74,
85,93,72,
85,94,73,
85,95,75,
85,96,75,
85,95,76,
85,93,73,
85,92,73,
85,91,71,
84,91,71,
85,91,70,
85,91,71,
85,92,70,
85,91,72,
85,93,72,
85,94,73,
85,93,71,
85,93,73,
85,93,72,
85,93,73,
85,93,72,
85,95,75,
85,94,75,
85,96,77,
85,95,77,
85,94,74,
85,92,72,
85,91,72,
84,91,70,
85,90,71,
85,91,71,
85,93,72,
85,94,74,
85,93,73,
85,93,72,
85,93,73,
85,93,74,
85,93,74,
85,94,73,
85,94,74,
85,95,76,
85,95,76,
85,95,76,
85,94,74,
84,92,72,
85,92,71,
85,91,71,
85,91,71,
85,92,72,
85,92,72,
85,93,73,
85,93,74,
85,93,73,
85,93,72,
85,93,71,
85,93,73,
84,93,74,
85,94,75,
85,95,75,
85,95,75,
85,95,76,
85,94,73,
85,94,73,
85,92,72,
85,92,71,
85,91,72,
85,92,72,
85,94,73,
85,93,74,
85,93,74,
85,94,73,
85,93,73,
85,92,74,
84,92,72,
85,93,74,
85,94,75,
85,95,76,
85,95,76,
85,96,77,
85,94,75,
85,93,71,
85,91,72,
85,91,71,
85,91,70,
85,92,73,
85,92,73,
84,93,73,
85,94,74,
85,93,74,
85,94,74,
85,92,72,
85,92,72,
85,93,74,
85,92,73,
85,95,75,
85,94,74,
85,95,75,
85,95,75,
85,94,74,
85,91,71,
85,92,72,
85,91,69,
84,91,71,
85,93,72,
85,93,72,
85,94,73,
85,93,73,
85,94,73,
85,94,75,
85,94,73,
85,93,74,
85,94,72,
85,96,76,
85,95,75,
85,96,75,
85,94,75,
85,93,72,
84,93,71,
85,92,70,
85,92,70,
85,91,73,
85,93,73,
85,93,72,
85,93,73,
85,93,72,
85,93,73,
85,93,75,
85,94,74,
85,93,73,
85,94,73,
84,94,75,
85,95,76,
85,97,78,
85,94,76,
85,93,74,
85,91,71,
85,91,72,
85,91,71,
85,92,71,
85,92,72,
85,93,73,
85,92,72,
85,94,72,
85,93,73,
85,94,74,
85,93,74,
85,94,74,
84,94,73,
85,95,75,
85,95,74,
85,97,77,
85,94,75,
85,94,74,
85,92,72,
85,93,75,
85,91,71,
86,93,71,
1799,2003,1512,
19102,21301,16283,
31562,35335,26712,
32177,36126,26818,
29536,33198,24321,
27181,30559,22262,
25687,28877,21024,
24853,27932,20359,
24413,27433,20019,
24182,27171,19853,
24037,27009,19742,
23952,26918,19681,
23899,26854,19635,
23863,26811,19607,
23838,26781,19581,
23815,26752,19564,
23795,26724,19544,
23776,26704,19531,
23759,26685,19520,
23744,26664,19502,
23728,26647,19486,
23712,26632,19474,
23697,26613,19469,
23684,26595,19458,
23670,26582,19445,
23655,26569,19430,
23644,26557,19421,
23631,26545,19414,
23620,26534,19402,
23606,26515,19397,
23593,26499,19386,
23579,26480,19375,
23567,26471,19360,
23557,26458,19349,
23548,26445,19342,
23538,26434,19332,
23529,26423,19324,
23519,26411,19321,
23510,26407,19313,
23500,26396,19306,
23488,26380,19294,
23478,26369,19284,
23468,26358,19276,
23462,26353,19278,
23458,26346,19268,
23450,26340,19265,
23445,26332,19260,
23439,26323,19252,
23436,26316,19252,
23429,26307,19252,
23424,26303,19239,
23419,26298,19241,
23415,26291,19235,
23410,26286,19222,
23405,26275,19218,
23402,26273,19214,
23398,26278,19215,
23396,26270,19214,
23394,26266,19219,
23389,26259,19210,
23385,26258,19212,
23379,26255,19199,
23375,26247,19200,
23373,26243,19198,
23373,26243,19196,
23365,26233,19191,
23360,26235,19188,
23357,26231,19187,
23354,26229,19180,
23352,26222,19178,
23351,26218,19174,
23348,26215,19172,
23347,26214,19175,
23346,26212,19171,
23345,26208,19172,
23342,26207,19166,
23342,26208,19170,
23341,26206,19170,
23339,26205,19171,
23335,26200,19162,
23334,26198,19164,
23334,26199,19162,
23330,26200,19163,
23329,26197,19160,
23329,26197,19164,
23329,26193,19158,
23330,26186,19160,
23331,26191,19158,
23332,26192,19157,
23330,26188,19153,
23327,26191,19148,
23330,26199,19155,
