,,,
File,Raw,DataFile,
Time,Major,Minor1,
85,91,69,
85,92,71,
86,93,72,
85,93,70,
85,92,72,
85,92,71,
86,93,71,
85,91,70,
85,95,73,
85,94,73,
86,95,73,
85,94,72,
85,93,72,
85,91,70,
86,91,71,
85,90,68,
85,91,69,
85,91,69,
85,91,69,
86,91,70,
85,91,69,
85,91,68,
85,92,70,
86,91,69,
85,92,69,
85,94,70,
85,94,72,
85,94,73,
86,97,73,
85,94,73,
85,92,69,
86,91,68,
85,92,70,
85,90,68,
85,91,68,
85,90,69,
86,91,69,
85,92,71,
85,91,70,
85,92,72,
85,91,70,
86,91,69,
85,92,69,
85,92,70,
85,93,72,
86,95,72,
85,95,74,
85,94,74,
86,94,72,
85,91,69,
85,92,70,
85,90,69,
85,90,70,
85,90,70,
86,92,70,
85,93,70,
85,92,70,
85,93,70,
85,92,70,
86,91,70,
85,92,70,
85,92,69,
85,93,71,
85,94,72,
86,94,71,
85,94,72,
85,93,71,
85,92,69,
86,92,70,
85,91,68,
85,92,69,
85,91,69,
85,93,71,
86,93,72,
85,93,71,
85,92,71,
85,91,70,
85,92,70,
86,92,70,
85,92,70,
85,93,72,
85,94,72,
86,94,74,
85,95,74,
85,94,74,
85,92,71,
85,92,70,
86,91,68,
85,90,68,
85,92,69,
85,92,69,
85,92,69,
86,93,70,
85,92,70,
85,91,71,
85,93,70,
85,93,73,
86,94,70,
85,93,71,
85,95,74,
85,95,74,
86,95,74,
85,93,73,
85,93,70,
86,90,68,
85,91,69,
85,90,69,
85,92,69,
85,91,69,
86,91,68,
85,93,69,
85,91,70,
86,92,69,
85,91,69,
85,93,71,
85,92,71,
85,93,71,
86,95,73,
85,94,73,
85,96,73,
86,94,73,
85,93,71,
85,91,70,
85,90,68,
85,90,68,
86,92,69,
85,92,69,
85,92,71,
85,93,71,
85,93,73,
86,91,69,
85,90,69,
85,91,69,
85,92,70,
85,91,70,
85,94,72,
86,94,72,
85,94,74,
85,95,74,
85,94,72,
86,92,69,
85,91,70,
85,89,67,
85,91,69,
85,90,70,
86,92,71,
85,92,70,
85,92,70,
85,92,69,
85,92,70,
86,92,72,
85,92,72,
85,91,70,
85,94,72,
86,93,70,
85,95,73,
85,94,71,
85,92,72,
85,91,69,
86,91,70,
85,89,68,
85,91,69,
85,90,71,
86,92,71,
85,92,71,
85,92,71,
85,93,70,
85,92,70,
86,92,71,
85,92,71,
85,93,70,
85,94,72,
86,93,72,
85,95,71,
85,93,70,
85,94,72,
86,90,69,
85,92,69,
85,89,68,
85,90,70,
85,92,70,
86,92,70,
85,92,70,
85,92,71,
85,92,69,
85,91,69,
85,93,71,
86,92,70,
85,92,71,
85,94,72,
85,94,73,
86,95,73,
85,93,71,
85,93,71,
85,92,70,
85,90,68,
86,89,67,
85,91,67,
85,90,67,
