Beam50,Beam
226028.4,121360.7
226020.9,121356.4
226033.8,121346.9
226034.9,121354.3
226030.1,121348.8
226030.1,121347.1
226011.6,121360
226019.1,121357.8
226023.3,121350.1
226035.1,121359.5
226022.9,121355.1
226013.8,121351.4
226031.8,121352.5
226023.3,121355.4
226030.4,121351.9
226007.9,121357.6
226024,121355.4
226009.3,121348.1
225997.8,121343.5
226026.6,121359.7
226000.8,121354.8
226002.5,121356.8
225995,121357.8
226020.5,121356.3
226008.3,121346.3
225993.6,121347.3
226013.4,121356.3
226010.4,121343.9
226030.1,121352.4
226023.6,121350.5
226034.9,121357.4
226004.1,121351
225996.6,121358
226002.9,121359.9
226005.9,121355.9
226023.3,121352.7
226006.6,121355.8
226011.6,121354.1
226032.1,121349.5
226020.3,121357.6
226018.1,121354.1
226002.9,121357.1
226012.4,121348.8
226038.9,121354.3
226017.1,121361.6
226015.4,121356.9
225990.3,121360
226003.9,121353.6
226011.4,121348.1
226017.5,121354.9
225999.1,121356.8
226015.8,121350.6
226006.9,121349.6
226006.6,121344.4
226025.3,121358.3
226025.6,121355.6
226029.8,121359.5
226048.8,121365.6
226039.3,121363.6
226009.6,121358.8
226013,121363.1
226017.1,121355.6
226029,121361.9
226018.1,121354.4
226012.4,121349.6
226023.3,121368.4
226006.6,121361.9
226015.8,121357.8
225998.8,121367.4
226011.4,121373.1
226053.9,121375.9
226021.9,121364.3
226030.4,121378.8
226010.4,121359.9
225998.4,121345.2
225991.9,121345.1
226004.9,121359.5
226025.3,121364.3
226013.8,121359
226010,121350.8
226012.8,121362.3
226002.1,121353.9
226008.6,121359.7
226027,121356.6
226051.9,121357.3
226021.5,121358.1
226026,121372.1
226027,121353.4
226020.5,121344
226017.1,121348.4
226009,121361.6
226010.6,121350.8
226027.4,121353.1
226034.9,121354.8
226021.3,121358
226029.8,121350
226019.1,121364.1
226028.8,121361.4
226032.8,121371.4
226022.6,121368.2
226024.6,121360.6
226009.3,121351.4
225998.4,121346.8
225997,121342.8
226010.6,121349.3
226014,121361.1
226009.6,121354.3
226011.4,121355.6
226011,121355.9
226019.5,121362.9
226002.9,121357.1
226004.9,121351.9
226001.5,121351.2
226010,121345.4
226016.5,121347.1
226005.3,121339.8
226021.3,121346.9
226015.8,121345.9
226004.1,121357.4
226006.9,121358.8
226016.8,121345.4
226012,121358
226012.8,121353.1
226009.6,121361.4
226020.9,121355.9
226006.9,121367
226018.1,121362.3
225994.3,121355.1
226012.4,121355.4
225997.4,121338.6
225994.6,121355.6
225992.6,121358
226013.4,121350.6
226016.5,121354.3
226002.5,121357.8
226001.8,121360
225995,121360.9
226011.6,121355.6
226011.4,121354.4
226015.4,121361.4
226008.6,121360.4
226021.9,121353.4
226031.8,121366.1
226007.3,121364.4
226017.8,121359.3
226011.4,121361.4
226013.4,121358.5
226018.5,121364.6
226020.5,121358
226036.3,121365.6
226024.6,121362.3
226010.4,121357.4
226001.8,121362.3
226032.1,121356.8
226005.3,121358.3
226025,121348.6
226015.4,121361.8
225989.5,121351.5
226004.5,121360.4
225988.9,121350.1
226011,121351
226007.6,121351.9
225995.6,121351.5
226009.6,121358.7
225994.6,121361.8
226000.4,121354.1
225999.1,121347.6
226000.1,121346.9
225994.6,121350.5
226003.1,121355.8
226006.9,121346.9
225986.1,121347.1
225997.4,121348.4
225986.5,121340.3
226000.8,121351.5
226005.9,121346.3
226013,121352.7
226002.5,121360.4
225998,121364.6
226010,121365.1
226007.9,121356.3
226007.9,121357.3
225996,121350.3
225996,121359.7
226004.1,121347.9
225999.1,121348.3
225986.1,121347.4
225977.6,121340.1
225981,121348.9
225998.8,121341.3
225986.5,121339.9
226001.5,121342.1
226001.1,121345.8
225993.6,121350.5
225996.6,121342.3
226019.9,121361.8
226000.8,121369.1
226003.1,121360.9
226019.1,121357.8
226003.1,121349.8
226004.9,121348.4
226005.3,121347.9
226017.1,121348.9
226014.8,121349.5
226016.8,121348.4
226022.6,121352.7
226022.9,121349.5
226015.4,121353.8
226004.5,121353.6
226020.5,121358.3
226014,121350.5
225993.6,121333.4
225996,121348.9
225979,121352.7
225990.6,121344.2
225971.5,121349.6
225995.6,121350.5
226002.1,121353.4
225977.6,121359
225988.5,121360.9
225998.4,121360.4
225991.9,121360
225975.6,121349.8
225990.3,121353.8
226001.8,121361.2
225996.4,121364.8
226027.4,121360
225996.4,121339.9
225993,121336
225994.6,121337.6
225989.5,121337.9
226002.5,121352.2
226004.5,121345.2
226008.3,121346.4
226010.6,121350.8
226009,121351.9
225986.5,121341.1
225984.8,121347.1
225999.8,121360
225987.1,121356.1
226007.9,121353.6
225981.4,121353.1
225971.5,121338.3
225952.8,121331.4
225976.3,121346.1
225973.9,121353.4
225975.6,121342.8
225987.5,121345.6
225985.5,121345.6
225981.4,121346.8
225971.9,121346.9
225987.5,121349.3
225988.9,121351.4
226008.6,121343.9
226000.8,121343.3
226004.5,121336.4
226001.8,121345.2
225990.6,121342.7
225990.9,121348.9
225975.3,121360.7
225998.4,121350.1
226000.1,121356.4
225998.4,121349.1
226011.4,121342.7
225995.6,121340.1
225989.9,121342.8
225992.3,121348.6
225988.1,121352.4
225979.4,121347.9
225968.1,121347.8
225971.9,121336.9
225959.9,121339.3
225972.1,121345.4
225968.8,121345.9
225979.4,121353.6
225976.9,121351.4
225966.4,121334.5
225978.6,121327.7
225968.8,121334.1
225991.3,121347.6
225981,121346.1
225977.6,121346.4
225995.4,121347.3
225999.8,121344.6
225988.1,121346.6
225975.3,121345.9
225997.8,121347.8
225964.6,121347.1
225969.8,121352.2
225984.4,121343.9
225984.1,121349.3
225995.6,121347.8
225988.9,121343.3
225980.6,121350.3
225983.8,121348.6
225967.4,121339.6
225991.3,121335.7
225963.3,121342.3
225965.4,121336.4
225966.8,121326.6
225965.4,121330.8
225971.5,121338.9
225972.5,121333.8
225965.4,121344.4
225950.4,121356.8
225960.9,121351.2
225937.8,121348.1
225958.9,121348.8
225976.6,121347.3
225975.3,121348.3
225973.3,121334.8
225965,121338.3
225950.4,121340.8
225948,121338.9
225969.1,121340.3
225957.5,121350.1
225977.3,121343.5
225971.1,121340.8
225972.5,121352.4
225953.4,121344.9
225970.8,121343.7
225956.5,121341.4
225966,121336.2
225974.5,121335.2
225950.4,121334.1
225969.8,121344.4
225946.3,121338.6
225931.3,121320.4
225943.5,121328.5
225951.4,121338.1
225964,121335.2
225951.4,121342.7
225971.5,121332.3
225959.5,121331.4
225957.1,121334
225966.8,121326.8
225959.9,121337.2
225981.4,121338.9
225957.5,121339.3
225965.8,121358.8
225970.8,121351.4
225951,121346.8
225959.5,121342.1
225957.9,121354.9
225989.3,121355.1
225976.9,121347.8
225987.1,121345.2
225980.6,121342.1
225979,121344.9
225981.8,121350
225985.5,121355.1
225982.4,121370.3
226012.8,121360.7
226010.6,121355.3
226004.9,121353.9
226001.1,121354.9
226020.5,121361.6
226046.8,121372.1
226071,121381.3
226103,121380.6
226131.9,121395.1
226150.6,121399.4
226175.5,121418.3
226248.8,121439.1
226265.4,121442.4
226319.9,121459
226398.3,121472.9
226481.8,121511.4
226569.3,121543.4
226651,121567.4
226741.6,121603.2
226855.4,121638.1
226992.3,121686
227159.1,121733
227315.1,121790.4
227492.6,121853.4
227702.1,121911.4
227958.3,121985.4
228216.4,122080.8
228524.6,122195.2
228855,122288.1
229250.8,122410.4
229656.4,122552.4
230098.9,122701.5
230649.3,122879.3
231222.5,123064.6
231885.3,123277.8
232623.4,123520.3
233443.9,123783.4
234361.4,124091.6
235356.6,124420.5
236469.1,124773.5
237709.5,125169.4
239067.9,125606.8
240550.8,126096.6
242197.6,126638.9
244016.8,127218.6
246019.4,127870.2
248248.6,128598.4
250688,129388.1
253367.1,130251.5
256315,131206.9
259514.6,132251
263037,133379.9
266905.5,134606.9
271079,135977.3
275694,137456.1
280691.3,139073.8
286134.5,140827.6
292063.8,142737.4
298498.8,144808.5
305468.5,147062.8
313077,149516.1
321297,152161.4
330201,155016.4
339800.5,158112.3
350213.8,161448.9
361406,165042.3
373484.5,168921.9
386530.8,173091.9
400520.3,177572.9
415522.8,182389.3
431635.5,187554.6
448921.8,193104.3
467404,199014.1
487193.5,205360.5
508351.5,212130.1
530981,219349.8
555032,227036.9
580706,235230.1
607985,243939
636974,253216.6
667765.5,263048
700440.5,273468
735058,284498.5
771656,296163.3
810379.5,308509.5
851230.5,321526
894301,335237.5
939703.5,349694.5
987509,364901.5
1037765,380892
1090544,397682.3
1145894,415289.8
1203885,433725.5
1264548,453022.3
1327947,473171.5
1394214,494208.8
1463350,516169.5
1535402,539029
1610392,562840
1688392,587583.5
1769303,613231.5
1853152,639829
1939966,667330.5
2029790,695818.5
2122596,725207
2218426,755537
2317248,786803.5
2419018,819030
2523540,852134
2630928,886089.5
2740834,920876.5
2853306,956424
2968272,992810.5
3085836,1029955
3205706,1067818
3327690,1106344
3451646,1145488
3577532,1185271
3705358,1225573
3834500,1266351
3965082,1307575
4096958,1349167
4229848,1391031
4363444,1433160
4497672,1475550
4632256,1517945
4766980,1560388
4901576,1602780
5035828,1645060
5169340,1687149
5301996,1728909
5433504,1770292
5563616,1811266
5692136,1851726
5818680,1891559
5942916,1930678
6064892,1969033
6184504,2006710
6301232,2043397
6414556,2078959
6524156,2113448
6630324,2146844
6732688,2179060
6830816,2209880
6924532,2239382
7013508,2267268
7097852,2293772
7177072,2318674
7251156,2341988
7319892,2363560
7382968,2383386
7441004,2401600
7493284,2418042
7539904,2432682
7580724,2445544
7615536,2456528
7644388,2465604
7667324,2472800
7684180,2478086
7694976,2481478
7699648,2482958
7698168,2482522
7690540,2480184
7676644,2475800
7656432,2469450
7630576,2461400
7599136,2451568
7562192,2439986
7519796,2426738
7472436,2411830
7419856,2395282
7362220,2377200
7299612,2357602
7231776,2336452
7159208,2313696
7082320,2289546
7001364,2264172
6916388,2237546
6827568,2209652
6735088,2180550
6639016,2150420
6539708,2119296
6437556,2087111
6332564,2054109
6225092,2020314
6115112,1985785
6003032,1950538
5889164,1914792
5773612,1878500
5656688,1841689
5538880,1804575
5419996,1767210
5300284,1729535
5179920,1691642
5059176,1653662
4938188,1615530
4817228,1577443
4696372,1539383
4575860,1501429
4455764,1463531
4336276,1425884
4217600,1388483
4099844,1351339
3983286,1314568
3867958,1278208
3753932,1242156
3641434,1206647
3530560,1171612
3421244,1137102
3313808,1103147
3208210,1069751
3104660,1037031
3003086,1004930
2903608,973441
2806304,942623.5
2711124,912503
2618198,883077.5
2527648,854414
2439392,826460
2353512,799218.5
2269916,772739
2188616,746967.5
2109676,721920.5
2033129,697636
1958918,674088
1886991,651243.5
1817452,629151.5
1750334,607853.5
1685450,587267
1622830,567368
1562481,548151
1504320,529627.5
1448296,511801.8
1394365,494661.8
1342527,478152.3
1292718,462265
1244957,447062.8
1199101,432492.3
1155187,418490.8
1113156,405093.5
1072979,392265
1034564,380000.3
997927,368308.8
962866.5,357117.8
929406,346463.8
897512.5,336284.5
867181.5,326576.3
838265.5,317344.5
810732.5,308547
784500,300165.3
759597,292203.8
735926,284637
713476.5,277429.5
692149.5,270604.8
671922,264129.3
652752,257968.8
634557,252152
617331.5,246639.5
601012,241411.3
585576.5,236460.4
570955.5,231765.8
557101.5,227327.3
544090.5,223148.3
531735,219191
520075.5,215449.6
509081,211910.4
498692.8,208560.3
488864.5,205400.9
479593,202427.1
470816.3,199605.8
462560,196938.4
454746.5,194441
447383.8,192081.1
440445,189830.1
433902.8,187724.3
427710.5,185740.3
421866,183867.6
416351.5,182088.6
411148.3,180413.4
406243.3,178835.8
401581.8,177329
397173,175905.6
393004.3,174566.3
389059,173306.6
385351.3,172114.9
381827.5,170991.5
378470.3,169910.3
375288.3,168891.5
372279.8,167920.8
369413,166993.9
366710,166109.1
364119.5,165276.6
361652.3,164482.6
359311.8,163728.8
357071,163025
354930.5,162326.5
352893.8,161664.3
350936.5,161055.4
349077,160462.6
347298,159904.1
345560.5,159344.9
343925.8,158810.6
342339.3,158303.9
340823.3,157813.5
339335.8,157336.4
337934,156906.3
336578,156473.8
335221,156030.5
333949.3,155620
332699.5,155220.3
331496.3,154828.3
330310.3,154451.5
329179.3,154077.8
328080,153727.8
327002,153377.5
325971,153056.1
324936.8,152726.3
323968.3,152407.6
322963.5,152091.6
322012.3,151788
321076.8,151490.1
320172.5,151192.6
319295.3,150924.1
318385,150636.6
317529.3,150374
316693.3,150100.5
315904.3,149851.3
315102.3,149597.1
314275.5,149348
313510,149106
312731.8,148864.8
311982.3,148629.6
311242.5,148384.8
310546.8,148154.5
309832.3,147911
309118.3,147678.3
308461,147468.3
307736.3,147248.8
307058,147042.4
306400.8,146824
305751.5,146622.3
305094.5,146412.9
304485.3,146214.9
303852,146025.8
303248.8,145833.4
302631.3,145628.5
302025,145433.9
301423.3,145251.3
300844.8,145072.6
300252.5,144883.6
299677,144702.6
299103.3,144513.8
298555.8,144347
297988.3,144157.6
297440.5,143985.8
296908.5,143821.8
296366.8,143640.4
295846.3,143473.8
295340,143321.6
294824,143160
294333,143013.3
293817.5,142845.6
293332.5,142685.9
292837.3,142530.4
292341.5,142382.9
291844.5,142230
291357,142074.1
290859.8,141907.5
290404.3,141764.6
289965,141618
289506.8,141463.1
289055,141316
288598.3,141180.1
288157.5,141048.5
287728.8,140899.6
287280.5,140753.6
286864.8,140628.1
286437.5,140494.6
286004.5,140370.4
285575.3,140242.6
285168,140099.4
284744,139965.3
284340,139839.4
283941.8,139725.1
283558,139592.3
283162,139473.3
282791.8,139348.3
282388.5,139221.9
281988,139088.1
281629,138977.8
281261,138866.8
280874.5,138749.1
280518.5,138639.9
280163.5,138519.3
279794.5,138399.8
279437.3,138277.4
279072.5,138163.4
278720.5,138059.5
278400,137955.5
278037.8,137842.1
277698.8,137739
277369,137638.9
277019,137519.3
276691.8,137425.3
276371.3,137306.9
276051,137206.9
275701.5,137102
275379.3,137002.9
275075.5,136885.5
274741.8,136797.5
274426.8,136693.9
274126.3,136607.6
273829,136507.8
273499.5,136395.3
273223.3,136311.1
272921,136210.5
272615,136121.5
272332.3,136028.4
272047,135927.8
271768.8,135839.4
271478.3,135752.1
271186,135667.8
270898.5,135591.3
270624.5,135487.8
270357.5,135397.6
270094,135303.4
269813.3,135232.6
269539,135146.9
269277.3,135075.8
269016,134977.5
268752.8,134893
268488,134810.3
268251.8,134730.9
267995.5,134651.5
267728.8,134559.4
267478.8,134493.1
267229.3,134415.1
266969.3,134331.8
266712.5,134246.6
266484.5,134173.9
266274.8,134111.1
266011.3,134018
265784.3,133948
265554.5,133878.4
265320.5,133799.5
265069.8,133717.4
264839.3,133644.8
264623.5,133587.4
264397,133512.9
264159.3,133443.3
263935,133362.5
263692,133288.5
263501,133221.8
263300,133165
263081.8,133095.1
262872.3,133010
262647,132957.6
262441,132887.3
262213.8,132807.5
262003.8,132747.6
261813.3,132683.4
261610,132624
261388.3,132549.8
261205,132483
260990.1,132428.1
260770,132364.9
260575.3,132300.4
260391.6,132249
260189,132185.8
260028.9,132126.4
259820.5,132066
259626.6,132009.6
259449.3,131957.5
259260.9,131891.9
259077.6,131841.3
258882.5,131777.3
258693.4,131714.8
258519,131644.9
258362.8,131601.3
258159,131543.8
257987,131477.9
257803.1,131423.5
257641.3,131362.4
257478.1,131323.3
257316.8,131273.1
257138.9,131206.3
256976.1,131147.6
256778.9,131094.4
256624.6,131056.5
256458.1,130986.7
256263.3,130953
256126,130907.7
255970,130840.9
255804.1,130780.3
255632.8,130724.6
255490.5,130680.8
255329,130639.3
255169.6,130591.6
255019.4,130538.4
254880.8,130478.9
254710.8,130437.8
254545.6,130381.4
254417.9,130355.2
254270.8,130304.5
254104.9,130255.4
253957,130201.3
253825.9,130168.1
253659.4,130110.3
253519.4,130062.1
253373.6,130024.2
253251,129978.9
253080.8,129938.2
252946.9,129883.1
252814,129840.1
252688,129784.6
252523.9,129736.2
252400.3,129704.5
252248,129671.5
252125.6,129636.1
252007.1,129591.4
251863.4,129550.3
251733,129516.5
251592.6,129453.3
251481.6,129417.8
251350.8,129375.5
251220.8,129323.9
251078,129283.5
250952.4,129260.2
250838.5,129202.5
250691.8,129167.1
250586.9,129121.9
250456.8,129092.4
250329.4,129056
250187.6,129019.1
250087.5,128988.8
249959.8,128941.6
249840.3,128906.1
249711.9,128863.1
249597.8,128828.5
249473.4,128802.1
249390.6,128758
249271.8,128721.6
249154.6,128675.1
249055.9,128640
248945.5,128612.8
248847,128582.9
248712.5,128544.4
248604.5,128508.7
248489.5,128473.3
248377,128436.6
248252,128386.4
248159.4,128365.9
248054.1,128341.4
247944.9,128301.3
247837.9,128268.1
247739.8,128238.4
247640.4,128203.3
247530,128170.8
247434.3,128140.1
247354.9,128099.8
247221,128067.3
247136.6,128031
247040.3,128001
246935.6,127971.9
246806.3,127934.9
246724.8,127900.7
246633.9,127868.7
246544,127839.8
246446.9,127816.6
246349.5,127798.2
246240.8,127769.8
246162.1,127730.9
246068.1,127701.9
245971.8,127676.6
245883.9,127641.7
245795,127624.1
245703.4,127590.9
245580.4,127552.9
245485.4,127524.3
245405.6,127499.6
245318.5,127470.9
245238.8,127434.1
245134.9,127402.1
245067.1,127392.4
244981.6,127361.2
244892,127325.8
244790.9,127295.9
244715.3,127271.9
244627.8,127249.5
244519.4,127211.7
244459.9,127199.9
244376.4,127171.5
244277.3,127123.9
244214.6,127105.4
244126.4,127096.2
244055.5,127066.1
243974.1,127032.2
243893.1,127012.6
243810,126982.9
243707.8,126963.6
243651.6,126938.7
243555.3,126909.6
243489.1,126886.8
243407,126850.4
243322.9,126824.8
243255.1,126796.3
243169.3,126773.8
243083.5,126750
243021.9,126734.8
242944.5,126712
242865.1,126694.3
242815.8,126672.2
242730.3,126650
242635.9,126617.2
242568.5,126590.4
242515.4,126576.4
242459.5,126540.2
242362.8,126520.4
242302.5,126502.2
242215,126486.4
242135.6,126466.4
242059,126434.1
241992.3,126420.1
241932.9,126400.5
241865.5,126372.8
241819.5,126354.6
241728.6,126333.9
241651.3,126298.9
241581.4,126284.6
241509.9,126267.6
241461.3,126238.1
241402.3,126209.1
241347.1,126208.3
241273.5,126188.3
241203,126164.2
241147.5,126137.4
241102.3,126131.3
241023.5,126100.8
240949.6,126082.9
240903,126057.1
240839.6,126033.4
240770.1,126015.7
240722.5,125988.6
240666.9,125978.7
240609,125957.3
240546.8,125939.7
240503.8,125924.7
240429.5,125896.8
240359.4,125886.8
240288.1,125867
240225.1,125859.8
240174.4,125844.5
240107.4,125818.4
240070.9,125806.2
240008.3,125789.7
239943.9,125765.8
239903.6,125737.9
239828.8,125730.6
239790.6,125718.1
239733.6,125696.4
239688.8,125682.6
239630.9,125655.8
239545.6,125636.9
239485.8,125623.4
239479.6,125605.4
239408.4,125587.7
239346.8,125563
239313,125556.9
239254.1,125535.1
239179.9,125525.7
239139.6,125511.6
239112.1,125493.7
239038.5,125484.1
238979.6,125464.6
238936,125440.2
238874,125413.5
238806.6,125401.8
238766.4,125383.7
238724.1,125374.5
238697.3,125349.1
238655,125329
238603.9,125322.2
238511,125298.2
238465.3,125288
238419,125275.7
238371.3,125268.4
238331.5,125253.6
238280.4,125230.6
238225.3,125212.9
238185.6,125198.8
238128.1,125181.4
238077.8,125174.1
238042,125162.6
238011.3,125144.8
237937.4,125128.4
237913.5,125116.1
237856.4,125111.7
237831.8,125095.2
237779.4,125079.6
237732.6,125068.4
237692.5,125045.1
237653,125017.6
237600.5,125004.9
237569.3,125011.6
237496.3,124999
237470.1,124974.1
237431.3,124970.6
237394.8,124948.6
237325.6,124924.8
237295.8,124908.9
237255.9,124892.7
237188.8,124869.9
237140.8,124863.3
237127.1,124860.5
237075,124836
237033.8,124830.6
237005.5,124821.5
236944.5,124806.9
236890.4,124783.4
236848.1,124766.2
236818.5,124763.6
236805.9,124762.4
236742.5,124752.8
236701.8,124736.2
236684,124729.6
236632.3,124709.4
236595.1,124699.6
236567.1,124688.9
236513.6,124666.6
236474.1,124668.6
236440.1,124657.9
236398.5,124638.6
236357.8,124621.3
236306.3,124601.1
236286.1,124601.1
236258.6,124597.4
236214.6,124574.8
236174.8,124560.9
236150.3,124541.4
236114.1,124526.8
236047,124521.1
236025.9,124515.3
236003.5,124504.3
235972.8,124493.5
235926.1,124475.5
235883.6,124468.3
235831.1,124461.7
235782.8,124437.5
235745.6,124442.3
235728.6,124427.4
235693.1,124414.3
235651.6,124403.6
235620.6,124390
235585.9,124386.1
235555.6,124379.3
235542.6,124369.4
235497.6,124353.2
235446.6,124344.9
235426.9,124330.8
235401.6,124321.9
235377.1,124308.6
235331.5,124294.6
235318.1,124294.6
235293,124276.1
235261.3,124259.4
235206.8,124246.8
235195.5,124244.9
235157.4,124225.8
235093.8,124213.9
235090,124210.5
235047.4,124208.9
235006.5,124200.8
234986.4,124207.8
234960.3,124192.4
234910.1,124166.6
234877.1,124151.1
234864.1,124149.2
234845.1,124146.1
234791.6,124130.4
234798.8,124120.4
234763.6,124105.4
234715,124108.1
234687.8,124087.7
234659.1,124089.8
234634.6,124077
234614.1,124074.3
234575.6,124056.1
234531.4,124042.6
234493.3,124035.9
234461.6,124025.1
234443.9,124031
234404.4,124007.5
234360.8,124010.8
234334.9,123998.6
234318.1,123990.1
234285.9,123955.9
234254.1,123940.1
234252.8,123952.6
234233.4,123948.8
234215.4,123945.2
234161.9,123932.6
234131.9,123924.4
234087.3,123914.9
234057.6,123905.3
234040.6,123894.9
234033.4,123885.4
234000.8,123864.9
233980.6,123853.4
233952,123863.9
233933,123853
233890,123846.1
233857,123841.6
233846.5,123828
233834.9,123822.9
233804.3,123806.9
233776,123807.1
233750.8,123793.3
233708.1,123789.3
233693.1,123770.3
233663.5,123768.6
233622,123765.1
233608.4,123746.9
233592.8,123754.9
233571.9,123739.8
233534.5,123733
233506.5,123719
233482.4,123718.8
233462.6,123715.4
233450.6,123701.8
233420,123684.4
233397.3,123685.8
233373,123672.4
233343,123664.2
233328.8,123668.9
233317.5,123661.6
233279.8,123652.6
233257.5,123648.5
233231,123641.2
233197.6,123626
233193.3,123614.6
233164.9,123608.5
233157.8,123602.7
233121.4,123589.4
233080.1,123574.6
233047,123570.2
233012.6,123568.6
233026.3,123572.4
232991.5,123563.4
232964.3,123546.2
232941.9,123545.4
232942.5,123546.3
232905.8,123535.3
232889.8,123531
232873,123520.1
232859.4,123513.3
232821.6,123504.1
232793,123492.2
232785.5,123496.6
232744.6,123486.4
232718.4,123480.6
232708.9,123462.4
232700.6,123463.1
232689.8,123454.4
232655,123457.9
232658.8,123442.1
232631.9,123435.8
232590,123425.3
232575.4,123427.9
232561.8,123423.6
232546,123422.9
232525.3,123408.4
232515.8,123410.6
232504.9,123408.1
232490.9,123391.9
232452.4,123381.3
232416,123370.4
232428.5,123377.6
232384.6,123377.9
232367.3,123356.4
232346.5,123373.6
232329.4,123355.1
232315.5,123350.1
232294.4,123351.5
232290.3,123333.8
232271.5,123331.4
232231.6,123328.3
232222.1,123323.6
232182.6,123304
232174.1,123300.1
232179.3,123298.7
232144.9,123293.3
232129.9,123290.6
232108.4,123283.6
232088.3,123275.1
232068.9,123262.9
232046.8,123263.3
232060.8,123257.8
232035.5,123249.3
232024.9,123238.6
232000.4,123227.9
231980.6,123233.5
231932.3,123218.7
231917,123215.4
231896.3,123216.9
231897.5,123206.6
231874.8,123203.7
231872.8,123208.4
231842.8,123201.4
231828.4,123179.8
231814.8,123173.7
231814.1,123177.6
231796,123180.4
231781.8,123164.3
231745.3,123165
231708.5,123150.9
231690.1,123151.1
231699.6,123147.3
231679.6,123148.7
231670.8,123130.4
231664.3,123133
231644.5,123123.1
231602.3,123121.9
231593,123119.4
231580.1,123110.5
231575.4,123110.7
231542.3,123104.6
231529.4,123104.4
231508.6,123093
231487.8,123073.6
231478.3,123070.2
231482.4,123069.6
231464.6,123073.9
231439.5,123077.8
231417,123065.8
231386.4,123062.5
231398.9,123072.2
231359,123046.5
231357.8,123038.3
231341.8,123036.3
231336.3,123025.2
231320.6,123034.3
231295.8,123021.8
231272.3,123013.4
231266.1,123017
231234.1,123012.1
231242.6,123007.8
231227.9,122991
231221.8,123008.9
231203.1,122992.7
231174.8,122988.1
231160.5,122979.8
231140.8,122976.5
231129.1,122973.4
231131.3,122970.6
231097.1,122965.6
231075.8,122953.9
231058.4,122957.4
231052.1,122956.4
231040.3,122943.1
231027,122933.1
231031.1,122931
231014.4,122931.9
231007.3,122925.1
230979,122914.7
230972.9,122912.6
230948.6,122911.9
230941.1,122918.1
230934.4,122908.8
230916,122899.5
230903.4,122902.9
230893.5,122898
230877.5,122887.3
230861.1,122884.7
230861.8,122874.3
230829.1,122859.2
230824,122858.5
230807.3,122862.8
230799.1,122861.1
230783.5,122852
230765.1,122852.5
230748.8,122852.7
230752.8,122842
230752.8,122854.6
230747,122846.9
230718.4,122839.1
230686,122826.1
230695.9,122828.9
230667.6,122827.8
230674.1,122827.1
230662.5,122814.9
230632.3,122806.6
230619,122809.1
230599.9,122807.3
230587.6,122792.3
230578.1,122794.6
230586.6,122786.1
230561.8,122787.8
230548.8,122785.4
230534.1,122777.9
230495.6,122768.9
230515,122773
230505.5,122755.3
230510,122765.2
230500.8,122764.1
230483.8,122754.1
230459.3,122748.3
230450.4,122743
230436.4,122747.8
230421.4,122742.2
230411.5,122732.4
230402,122732.6
230382.3,122728.1
230375.1,122716.1
230378.1,122713.8
230346.8,122710.5
230343,122716.9
230339,122704.2
230326.4,122713.4
230315.5,122709.6
230281.8,122702
230264.8,122681.2
230258.3,122684.8
230263.8,122682.6
230263.8,122694.3
230257.3,122689.4
230225.9,122675.9
230221.1,122674.1
230195.9,122673.9
230188.1,122672.7
230183.6,122668.3
230166.6,122670.1
230155.4,122660.8
230145.1,122652.3
230150.3,122652.9
230116.6,122637.9
230104.6,122652.8
230111.1,122648.3
230105,122651.8
230093.4,122634.9
230087.3,122639.8
230076.8,122628.4
230042.3,122627.2
230041.3,122628.3
230034.5,122628.8
230042.3,122626.2
230017.8,122618
229986.1,122612.8
229995.3,122604.3
229968.8,122597.3
229978.3,122608.5
229980,122592.1
229969.1,122593.7
229947.3,122592.5
229940.5,122584.8
229920.8,122575.4
229904.8,122575.9
229891.4,122566.9
229886.4,122565.3
229885,122563.2
229862.5,122568.3
229857.4,122567.1
229855.6,122561.7
229861.1,122572.2
229832.9,122566.9
229810,122557.4
229830.1,122555.5
229810.8,122547.4
229797.1,122554.2
229791.3,122547.9
229767.1,122545.5
229755.3,122528.1
229751.1,122534.3
229763.4,122537
229741.3,122524.2
229752.5,122526.1
229734.8,122512.9
229714.6,122504.4
229696.3,122500.4
229700.8,122495.6
229718.1,122503.4
229680.6,122502.8
229695.6,122493.1
229675.5,122496.6
229642.8,122487.8
229632.6,122486.4
229642.1,122487.3
229647.9,122490.5
229626.8,122485
229624,122476
229612.9,122478.2
229582.9,122482.6
229566.1,122486.8
229580.8,122485
229584.9,122480.9
229531.4,122468.3
229550.1,122461.2
229537.5,122455.1
229516.8,122456.6
229508.6,122472.9
229507.3,122461.7
229495,122458.9
229487.9,122444
229489.5,122461.7
229489.9,122447.1
229471.1,122447.9
229476.3,122446.4
229462.3,122448.1
229440.5,122438.6
229444.6,122432.8
229442.1,122430.2
229421.8,122431.9
229384.3,122422
229396.3,122417.6
229394.9,122421.7
229405.4,122416.6
229402,122416.1
229369.6,122418.1
229356.8,122415.2
229343.4,122396.8
229356.4,122399.9
229327.4,122400.8
229340.6,122400.6
229318.9,122385.9
229307.6,122395.6
229298.1,122386.8
229282.5,122385.4
229288.9,122375.7
229259.3,122390.5
229279.8,122377.9
229269.9,122376.7
229280,122381.5
229227.6,122382.8
229250.4,122379.9
229213,122371.3
229230.4,122371.1
229219.4,122368.7
229239.9,122362.6
229200.4,122369.2
229206.5,122359
229203.4,122345.1
