Beam 50,Beam 52,ratio1
226335.3,121453.9,0.536610506624464
226343.1,121454,0.536592456319632
226332.1,121455.4,0.536624720929996
226334.9,121440.6,0.536552692492408
226335.9,121453.9,0.536609084109061
226334.9,121452.1,0.536603502155434
226347.1,121445,0.53654321173101
226339,121453.2,0.536598641860219
226341.8,121457.8,0.536612327020462
226357.4,121463.9,0.536602293541099
226359.8,121459.5,0.536577166086911
226345.1,121449.6,0.536568275611003
226362.9,121447.4,0.536516363768091
226356,121452.3,0.536554365689445
226342.4,121462.4,0.536631227732851
226336.6,121464.1,0.53665249014079
226317.9,121460.3,0.536680041658216
226340.6,121451.6,0.53658777965597
226343.1,121446,0.536557111747608
226340,121460.2,0.536627198020677
226338,121468.9,0.536670377930352
226324.4,121456.3,0.536646954548427
226330.9,121453.5,0.536619171310678
226334.6,121446.9,0.536581238573333
226336.3,121450.6,0.536593555695662
226342,121453.9,0.536594622297232
226342,121450.8,0.536580926209011
226333.9,121450.6,0.536599245627809
226321,121444.7,0.536603761913389
226310.4,121445.5,0.536632430502531
226288.3,121428.3,0.536608830416774
226277.4,121417.6,0.536587392289287
226283.1,121414.5,0.536560176168702
226251.5,121405.5,0.536595337489475
226189.8,121386.4,0.536657267480673
226128.5,121362.8,0.536698381672368
226104,121332.1,0.536620758588968
226015.8,121307.8,0.536722653902957
225945.9,121267.2,0.536709008660923
225820.9,121216.3,0.536780696560859
225650.3,121153.4,0.536907772779385
225465,121059.4,0.536932118067106
225225.9,120939.4,0.536969327239896
224915.3,120802.3,0.537101299911567
224599.5,120644.1,0.537152130792811
224211.3,120481.4,0.537356502549158
223768.9,120286.1,0.537546102251028
223280.8,120070.4,0.537755149569511
222728.6,119832.4,0.53801981424927
222121.4,119534.1,0.538147607569554
221488.9,119238.1,0.538347971388182
220818.9,118947.6,0.538665847896172
220118.6,118623.3,0.53890629869534
219426.3,118300.4,0.539135007973064
218724.9,117976.7,0.539383947598102
218048.5,117656.4,0.53958821087969
217379.3,117351.9,0.539848550436955
216758.3,117082.8,0.54015371037695
216231.1,116853.8,0.540411624414804
215789.6,116646.8,0.540558025039205
215407.5,116480.9,0.540746724231979
215134,116367.2,0.540905668095234
214938.1,116281,0.540997617453583
214875.9,116257.7,0.541045785032198
214852.4,116270.4,0.541164073568645
214978,116328.2,0.541116765436463
215184.1,116433.4,0.541087375879537
215453.1,116560.5,0.541001730771105
215839.8,116741.7,0.540871980051872
216241.3,116943.7,0.540801872722741
216697.4,117154,0.540634082365548
217215.8,117387.6,0.540419251269935
217744,117635.8,0.540248181350577
218273,117892.3,0.540113985696811
218840.8,118165.9,0.539962840567207
219407.1,118426.3,0.53975600607273
219963.6,118667.8,0.539488351709101
220510.4,118913.3,0.539263907734057
221009.6,119147.2,0.539104183709667
221493.6,119366.5,0.538916248595896
221950,119563.9,0.538697454381617
222373.1,119764.2,0.53857323570162
222783.5,119950.8,0.538418688996268
223145.9,120113.3,0.538272493467279
223474.9,120255.3,0.538115466211194
223774,120390.9,0.538002180771671
224049.5,120515.9,0.537898544741229
224307.6,120606.3,0.537682628675979
224530.4,120705.9,0.537592682327204
224748.4,120788.7,0.537439643619265
224894.9,120860.9,0.53741058601151
225051.9,120935.6,0.537367602761852
225188.5,120988.9,0.53727832460361
225298.5,121035.3,0.537221952210068
225423.1,121079.9,0.537122859192337
225525,121123.5,0.537073495177918
225615.3,121165.2,0.537043365410059
225677.5,121173.8,0.536933455927153
225725.6,121192.9,0.536903656474941
225773.6,121218.8,0.536904226180563
225830.9,121238.4,0.536854788250855
225864.9,121253.3,0.536839942815373
225903.8,121270.6,0.536824081755154
225934.4,121281.7,0.536800504925323
225944.9,121289.4,0.536809638102033
225969.1,121303.7,0.536815431844442
225972.1,121295.7,0.536772902495485
225981.4,121307.3,0.536802143893259
226009.6,121318.1,0.536782950812709
226020.3,121318.3,0.536758423911481
226032.5,121322.1,0.536746264364638
226012.4,121326.8,0.536814794232529
226025.6,121327.7,0.536787425849107
226045.8,121325.1,0.536727955131217
226055.3,121332.3,0.536737249690673
226040.6,121325.6,0.536742514397856
226054.9,121336.9,0.536758548476498
226067.9,121343.5,0.536756877026769
226063.1,121347.6,0.536786410519895
226067.5,121350.1,0.536787021575414
226070.6,121340.4,0.536736753916697
226087.3,121345.6,0.536720107675221
226094.1,121343.7,0.536695561715233
226098.5,121357.1,0.536744383531956
226098.9,121355.1,0.536734588270885
226107.8,121360.7,0.536738228402558
226114.3,121358.5,0.536713069452043
226078.5,121354.4,0.536779923787534
226092.8,121353.4,0.536741550372237
226080.1,121358.5,0.536794260087465
226096.1,121354.4,0.536738139224869
226109.4,121369.4,0.536772907274089
226106,121373.6,0.536799554191397
226113.9,121364.6,0.536740996462402
226094.8,121370.6,0.536812876722508
226095.1,121356.8,0.53675112817571
226101.3,121361.8,0.536758523723658
226097.1,121366.1,0.53678751297562
226111.9,121371.9,0.536778028931693
226114.9,121363.1,0.536731988913601
226110.1,121358.3,0.536722154384081
226121.4,121363.9,0.536720098141972
226116.9,121366.5,0.536742277998681
226100.9,121365.5,0.536775837690164
226093.4,121348.1,0.536716684343727
226113.5,121365.8,0.53674725303885
226092.4,121358.5,0.53676505711824
226099.5,121369.4,0.536796410429921
226096.9,121375.5,0.536829562899801
226110.8,121365.8,0.536753662363762
226110.8,121364.9,0.536749682014305
226138.4,121366.1,0.536689478655549
226130.5,121371.9,0.536733877119628
226123.4,121371.6,0.536749403201968
226121.4,121366.8,0.536732923111214
226101.6,121366.5,0.536778598647688
226110.8,121376.6,0.536801426557245
226127.5,121366,0.536714906413417
226115.5,121370.8,0.536764618082352
226118,121384.6,0.536819713600863
226113.1,121386.1,0.536837980638893
226107.8,121369.8,0.53677847469216
226114.3,121384.9,0.536829824562179
226120,121380.4,0.536796391296657
226127.5,121385.9,0.536802909862799
226110.8,121377.3,0.536804522384601
226121.4,121374,0.53676476441416
226116.6,121372.8,0.53677085185254
226122.4,121381.5,0.536795558511673
226109.1,121373.1,0.536789983242603
226106.8,121367.2,0.536769349705537
226101.9,121367.2,0.536780982380068
226113.1,121373.1,0.536780487287114
226120.4,121372.6,0.53676094682302
226127.5,121377.1,0.53676399376458
226137.8,121386.4,0.536780670900663
226119.3,121379.8,0.536795399596585
226116.6,121376.7,0.536788099591096
226125.8,121376.9,0.536767144660185
226132.6,121375.9,0.536746581430541
226139,121382.7,0.536761460871411
226132.3,121381.3,0.536771173335256
226138.8,121375.9,0.536731865562212
226126.8,121373.1,0.536747966185344
226135,121376.2,0.536742211510823
226127.1,121375.4,0.536757425359455
226131.9,121377.9,0.536757087345925
226141.8,121385.8,0.53676852311249
226139.8,121386.4,0.536775923565865
226135.3,121384.6,0.536778645350814
226123.8,121374.7,0.53676216302751
226135.3,121376.7,0.536743710513131
226126.8,121374.5,0.536754157401953
226139.4,121389.3,0.536789696974521
226143.5,121386.9,0.536769352203357
226143.1,121378.3,0.536732272618532
226128.5,121363.9,0.536703246163133
226099.9,121371.1,0.536802979567881
226118,121372.1,0.536764432729814
226118.3,121364.4,0.536729667612042
226120.4,121372.8,0.536761831307569
226101.9,121373.5,0.536808845923011
226106.8,121375,0.536803846677765
226105,121371.8,0.536793967404524
226109.4,121378.6,0.536813595542689
226148.6,121373,0.536695783215107
226142.8,121380.8,0.536744039606833
226139.4,121381,0.53675299394975
226121,121385.6,0.536817013899638
226143.1,121380.3,0.536741116576186
226138,121375.4,0.536731553299313
226142.5,121376.1,0.536723968294328
226137.8,121378.4,0.536745294240945
226127.1,121380.1,0.536778210130497
226136.6,121378.9,0.536750353547369
226127.5,121376.9,0.536763109307802
226134.6,121378.1,0.536751563007165
226117.6,121382.3,0.53681049153184
226126.1,121379.9,0.536779699468571
226132.3,121381.5,0.536772057773259
226146.9,121391.4,0.536781180728102
226138.4,121388.8,0.536789859661163
226158.5,121388.5,0.536740825571447
226140.4,121379.8,0.536745313973089
226116.6,121384.1,0.536820826069382
226120,121379.3,0.536791526623032
226120.6,121374.8,0.536770201388109
226120.4,121387.8,0.536828167648739
226130.3,121392.2,0.536824123083019
226126.8,121389,0.536818280716837
226117.6,121381.8,0.536808280293086
226106.8,121369.6,0.53677996415853
226109.4,121365.3,0.536754774458736
226115.9,121363.4,0.536730941963834
226115.9,121378.8,0.536799048629486
226104.6,121390,0.536875410761214
226126.5,121390.5,0.536825626364004
226116.3,121379.3,0.536800310282806
226132.3,121385.6,0.536790188752337
226135,121391.9,0.53681163906516
226114.3,121395.4,0.536876261253711
226120.4,121396.3,0.536865758242069
226140.1,121395.9,0.536817220829035
226131.9,121389,0.536806173741962
226121,121387.1,0.536823647516153
226137,121389,0.536794067313177
226131.6,121388.6,0.536805117020355
226108.8,121371.1,0.536781850153554
226117.6,121385.6,0.536825085707614
226107,121388.3,0.536862193563224
226134.6,121387.4,0.536792688956046
226124.8,121383.2,0.536797379146383
226093.8,121377.6,0.536846211616595
226122.8,121383.4,0.536803011461029
226108.4,121376.1,0.536804913041709
226108.4,121383.7,0.536838525238337
226109.4,121374.3,0.536794578199756
226106,121385.1,0.536850415291943
226125.4,121389.5,0.536823815458148
226098.5,121377.8,0.536835936549778
226128.9,121378.1,0.536765092829798
226113.9,121385.4,0.536832985499786
226111.1,121366.5,0.536756046032238
226137.8,121380.1,0.536752811781135
226137.8,121384.2,0.536770942319241
226140.8,121383.2,0.536759399453792
226145.9,121382,0.53674198824741
226120.6,121384.9,0.536814867818323
226110.5,121369.9,0.536772507247563
226111.1,121376.4,0.536799829818173
226106.8,121385.3,0.53684940037186
226121.4,121382.5,0.536802354841249
226140.1,121378.9,0.536742046191719
226125.1,121377.1,0.536769690759672
226123,121382.2,0.536797229826245
226113.9,121369.4,0.536762224701798
226137.4,121370.8,0.536712635769227
226135,121383.5,0.536774493112521
226126.1,121394.4,0.536843822981956
226128.9,121394.3,0.536836733385251
226123.8,121374.8,0.536762605263135
226103.3,121371.6,0.536797118839044
226104.4,121371.1,0.536792295948243
226091.4,121368.2,0.536810334227662
226103.6,121373,0.536802598454868
226110.8,121380.1,0.536816905694023
226104.6,121379.6,0.536829414350703
226111.9,121373.8,0.536786431850778
226124.4,121389,0.536823978305747
226117.3,121376.7,0.536786437835584
226131.9,121387.6,0.536799982664985
226123,121401.1,0.536880812655059
226132.9,121392.4,0.536818835295528
226139.4,121386.9,0.536779084051696
226140.1,121390.2,0.536792015215347
226134.3,121389.7,0.536803572036617
226118.3,121390.2,0.536843767178508
226128.9,121382.2,0.536783224081486
226135,121389.5,0.536801025935835
226132.3,121387.9,0.53680035978938
226134,121382.3,0.536771560225353
226130.5,121373.6,0.536741394902501
226125.4,121375.7,0.536762787373732
226116.6,121385.8,0.536828344314394
226129.9,121398.2,0.536851606090128
226136.4,121398.5,0.53683750161407
226135.3,121392.7,0.536814464614768
226119.3,121385.6,0.536821049773284
226132.6,121392.4,0.536819547469051
226120.4,121385.8,0.53681932280325
226103.3,121376.6,0.536819232625088
226119.6,121373.1,0.53676505707599
226112.1,121386.1,0.536840354850536
226089.6,121383.4,0.536881837996971
226102.6,121382.2,0.536845662102072
226115.5,121377.4,0.53679380670498
226119.6,121383.4,0.536810608191417
226119,121376.1,0.536779748716384
226135.6,121380.3,0.536758918100467
226138.4,121391.4,0.536801357045066
226142.8,121390.4,0.536786490659884
226149.6,121378.3,0.536716845840099
226154,121380.6,0.536716573662195
226120.6,121377.8,0.536783468644608
226121.4,121375.9,0.536773166980215
226126.8,121379.8,0.536777595579118
226129.5,121396.1,0.536843269011783
226127.1,121383.9,0.536795014839
226124.4,121377.8,0.536774448047181
226122.8,121394.8,0.536853426545222
226124.1,121395.1,0.536851666850194
226112.1,121389.8,0.536856718415335
226122,121391.9,0.536842500950814
226114.9,121381.7,0.536814247977466
226121,121390.7,0.536839568195789
226130.9,121379.9,0.536768305437249
226110.8,121385.4,0.536840345529714
226109.4,121368.9,0.536770695955144
226099.3,121366.7,0.536784943606637
226091.4,121372.3,0.536828468486639
226101.6,121382.9,0.53685113241127
226113.9,121380.6,0.53681175726039
226095.5,121375.4,0.536832444697042
226084.9,121374.2,0.536852306368094
226093.1,121390,0.536902718393441
226104.4,121394.8,0.536897114784144
226113.9,121384.1,0.536827236184949
226129.1,121387.6,0.536806629487315
226134.6,121398,0.536839563693482
226127.9,121393.9,0.536837338515062
226124.1,121383,0.536798156410573
226107.4,121386.9,0.536855052068176
226093.8,121379.9,0.536856384385596
226123.4,121383.9,0.536803798280054
226126.1,121382,0.536788986322233
226105,121379.4,0.536827580106588
226109.8,121384.8,0.536840066197927
226102.6,121383.4,0.536850969427154
226088,121387.4,0.53690332967694
226100.3,121373.8,0.53681397149849
226114.9,121380.6,0.53680938319412
226119,121383.9,0.536814243827365
226116.3,121372.1,0.536768468261687
226115.9,121376.2,0.536787550101519
226115.5,121374.7,0.536781865904814
226107.4,121383.4,0.536839572698638
226088.6,121371.8,0.536832905330034
226080.5,121376.2,0.536871601044761
226105,121379.8,0.53682934919617
226119,121378.4,0.536789920351673
226106.8,121379.9,0.536825517852625
226098.1,121380.8,0.536850154866405
226101.3,121396.6,0.536912437035966
226084.9,121380.1,0.536878402759317
226087,121372.3,0.536838915992516
226096.1,121385.6,0.536876133644057
226100.6,121379.1,0.53683670012375
226108.4,121385.8,0.536847812818984
226118,121382.9,0.5368121954024
226114.5,121386.1,0.536834656777871
226092.8,121378.8,0.536853893622442
226107,121372.3,0.536791430605864
226105.6,121372.3,0.536794754309491
226113.9,121373.6,0.53678079941127
226094.1,121374.8,0.536833115061384
226108.1,121383.7,0.536839237515153
226090.8,121374.7,0.536840508326743
226110.1,121377.8,0.53680839555597
226118,121383.5,0.536814848884211
226108.8,121366.5,0.53676150596527
226108.1,121379.3,0.53681977779655
226103.6,121373.5,0.536804809830538
226105.4,121374.8,0.536806285917983
226094.8,121379.9,0.536854009910887
226072.6,121367.9,0.536853647898949
226074.8,121367,0.5368444426358
226086.6,121359,0.5367810387701
226105.4,121373.1,0.53679876730056
226096.1,121370.3,0.536808463303878
226095.8,121382.3,0.536862250426589
226081.9,121368.4,0.536833775724638
226097.9,121373.5,0.536818342850597
226081.5,121369.3,0.536838706395702
226099.5,121369.1,0.536795083580459
226108.8,121362.1,0.536742046306911
226100.9,121377.3,0.536828026779195
226120,121372.1,0.536759685122944
226085.3,121366.7,0.536818183225535
226073.6,121369.4,0.536857908221039
226099.3,121380.1,0.53684420960171
226098.9,121378.8,0.536839409656571
226100.9,121384.1,0.536858101847449
226095.8,121387.9,0.536887018688538
226105.6,121386.3,0.536856672280563
226061.4,121378.4,0.536926693367377
226067.3,121374.5,0.53689542892758
226064.8,121368.7,0.536875709973424
226081.1,121375.2,0.536865753041718
226103,121384.6,0.536855326996988
226096.1,121375.2,0.536830135504328
226099.5,121381.7,0.536850811257875
226081.9,121375.7,0.536866064908336
226070.6,121368.6,0.536861493710372
226063.8,121372.6,0.536895336626209
226073.4,121366,0.536843343798961
226070.3,121367.7,0.536858225074236
226091,121377.6,0.53685286013154
226080.8,121364.9,0.536820906507762
226068.5,121379.1,0.536912926834123
226083.5,121374,0.536854746144677
226083.9,121378.6,0.536874142740814
226066.9,121379.3,0.536917611556579
226081.5,121381,0.536890457644699
226075.8,121382,0.536908417442291
226112.1,121365.8,0.536750576373401
226088,121369.4,0.536823714659779
226081.5,121368,0.536832956256925
226079.8,121367.4,0.536834339025424
226074.4,121363.8,0.536831237857979
226088.6,121377.3,0.536857232076275
226071,121377.8,0.53690123899129
226077.4,121379.9,0.536895328767935
226087,121375.2,0.536851742913126
226076.4,121383.9,0.536915396741986
226060.4,121382.7,0.536948089979492
226081.9,121376.6,0.536870045766601
226076.4,121368.2,0.536845951191721
226085.3,121366.5,0.536817298603669
226088.6,121377.8,0.53685944359866
226062.1,121357.8,0.536833905373789
226055.6,121358.1,0.536850668596575
226059.4,121355.6,0.536830585235562
226061.4,121353.3,0.536815661585746
226065.5,121353.3,0.536805925716219
226066.9,121358,0.536823391659725
226094.1,121371.6,0.536818961662423
226078.8,121361.1,0.536808847180718
226088.6,121364.9,0.536802386321115
226081.9,121355.4,0.536776274438599
226107,121358.3,0.536729513018173
226097.1,121378.8,0.536843683532429
226069.9,121380.1,0.536914025263868
226076,121373.5,0.536870344485925
226045.4,121365.6,0.536908072449163
226065.5,121373.6,0.536895722699837
226072.6,121378.6,0.536900977827477
226068.9,121380.1,0.536916400265583
226076,121381.5,0.536905730816186
226087.3,121375.2,0.536851030553242
226079.5,121372.4,0.536857167500813
226084.9,121374.7,0.536854517926673
226088,121369.9,0.536825926188033
226071.3,121380.8,0.536913796665034
226086.3,121379.8,0.53687375130647
226085.6,121384.4,0.536895759836097
226081.5,121375.9,0.536867899407957
226083.9,121363.8,0.536808680317351
226077.1,121364.9,0.536829692171388
226074,121364.9,0.536837053354211
226070.3,121355.3,0.536803374879407
226059,121355.6,0.536831535130209
226067.5,121361.4,0.536837006646245
226066.1,121358.8,0.536828830151889
226051.9,121368.2,0.536904135731662
226051.5,121372.8,0.536925435133144
226056.6,121371.1,0.53690580146742
226064.1,121370.4,0.536884892382293
226074.4,121368,0.536849815812847
226079.5,121370.8,0.536850090344326
226085.3,121366.5,0.536817298603669
226064.5,121372.6,0.536893674150519
226061.8,121363.4,0.536859389777486
226067.9,121362.3,0.536840037882424
226061.1,121364.6,0.536866360466263
226054.9,121366.8,0.536890817230682
226057.4,121363.1,0.536868512156647
226054.9,121360.2,0.53686162078327
226081.1,121373.6,0.536858675935317
226060.8,121364.8,0.536867957646792
226059.4,121364.4,0.536869513057188
226072.6,121368,0.53685409023473
226061.8,121376.2,0.536916011462352
226076.4,121375,0.536876029519225
226064.5,121372.8,0.536894558853778
226061.8,121356.9,0.536830636578139
226061.1,121356.8,0.536831856520206
226047.1,121361.2,0.536884569631727
226030.1,121358.8,0.536914331321359
226039.6,121352.4,0.536863452244651
226058.4,121360.9,0.536856405247494
226062.1,121360.2,0.536844521925613
226076.4,121358.3,0.536802160685503
226066.9,121356.6,0.536817198802655
226064.8,121364.6,0.536857573580673
226045,121375.4,0.536952376739145
226069.9,121378.9,0.536908717171105
226069.3,121373.8,0.536887582701411
226062.8,121372.1,0.536895499834559
226062.8,121364.3,0.536860996147973
226075,121360.7,0.536816100851487
226063.8,121359.5,0.536837388383279
226059.8,121369.4,0.536890681138354
226071.6,121363.1,0.53683479039384
226077.8,121359.9,0.536805913716429
226059.4,121355.1,0.536828373427515
226061.8,121356.1,0.536827097722835
226053.9,121371.6,0.536914426161194
226043.8,121375.5,0.536955669653403
226041,121368.7,0.536932237956831
226062.4,121366,0.536869466129706
226066.1,121359.3,0.536831041894384
226060,121361.6,0.536855702026011
226060,121354.8,0.536825621516412
226055.3,121347.9,0.536806259353353
226041,121343.2,0.536819426564207
226041.3,121340.4,0.536806326985378
226040.6,121345.9,0.536832321273258
226063.8,121354.8,0.536816597792305
226058,121351.9,0.536817542400623
226057.6,121353.3,0.536824685389918
226028,121359.2,0.536921089422549
226030.8,121359,0.536913553374142
226028.8,121360.4,0.536924498117054
226040.3,121367.7,0.536929476734901
226032.5,121367,0.536944908364948
226048.5,121368.7,0.536914423232182
226043,121365.5,0.536913330649478
226031.8,121370.9,0.53696382544403
226026.6,121364.8,0.536949190935934
226025.6,121363.1,0.536944045276287
226036.9,121354.3,0.536878270760217
226031.4,121358.5,0.536909916055911
226044,121361.8,0.536894586894587
226067.3,121358.8,0.536825980581889
226040.3,121357.6,0.536884794437098
226036.9,121364.1,0.536921626513193
226033.1,121364.3,0.536931537903077
226038.6,121367.5,0.536932630090613
226040.6,121370.9,0.536942920873507
226025.6,121364.6,0.536950681692693
226050.9,121370.6,0.53691712795658
226048.5,121367.5,0.536909114636903
226032.5,121356.3,0.536897570039707
226018.1,121344.4,0.536879126052294
226017.5,121352.9,0.536918158992113
226027.4,121346.4,0.536865884401626
226027,121354.1,0.536900901219766
226028.8,121358.3,0.536915207265623
226019.9,121368.4,0.536981035740658
226014.8,121361.1,0.536960853890984
226021.9,121348.8,0.536889566895951
226056.6,121367.4,0.536889433885142
226040.6,121359.9,0.536894257049397
226036.9,121368.4,0.536940649955826
226044.8,121367,0.536915691048854
226048.5,121362.9,0.536888765021666
226041.6,121364.1,0.536910462498938
226006.3,121357.3,0.536964235067784
226047.8,121368,0.536912989199629
226041,121377.8,0.536972496140081
226048.1,121369.1,0.536917142855879
226050.9,121364.1,0.536888373370776
226046.4,121368.9,0.536920296010023
226046.1,121370.9,0.536929856343463
226033.8,121376.4,0.536983406906401
226040,121372.8,0.536952751725358
226029,121372.1,0.536975786292909
226049.5,121365.3,0.53689700707146
226038.6,121369.4,0.536941035734605
226025.6,121353.6,0.53690201463905
226005.3,121351,0.53693873550753
226006.6,121347.4,0.536919718273714
226013.4,121344.6,0.536891175478976
226032.5,121358.5,0.536907303153308
226036.3,121356.1,0.536887659194563
226024.6,121355.6,0.536913238647475
226033.8,121356.8,0.53689669421122
226029,121356.9,0.53690853828491
226027.8,121358.7,0.536919352398245
226034.1,121353.3,0.536880497234709
226043.4,121350.8,0.536847348783464
226031.1,121367.4,0.536950003782665
226022.3,121361.2,0.536943478585963
226033.8,121361.2,0.536916160326464
226041.3,121364.4,0.536912502272815
226029,121355.4,0.536901901968331
226034.1,121368,0.536945531669779
226043,121371.3,0.536938989484302
226036.9,121367,0.536934456276829
226047.1,121366,0.536905804144358
226036.3,121352.2,0.536870405328702
226044.4,121366,0.536912217245815
226041.3,121363.6,0.536908963096567
226046.4,121360,0.536880923562596
226022.6,121346.3,0.536876843289122
226026.6,121352.4,0.536894330136364
226035.1,121363.1,0.536921478124415
226004.1,121349.5,0.53693494941021
225995.6,121347.9,0.536948064475592
226020.9,121349.3,0.536894154478635
226008.6,121353.4,0.536941514614931
226011,121359.2,0.536961475326422
226019.5,121356.6,0.536929778182856
225990.6,121360.2,0.537014371394208
225996.6,121367.4,0.537031973047382
226027,121361.1,0.536931870971167
226002.9,121344.2,0.536914349329146
226027,121353.8,0.536899573944706
226021.9,121341.4,0.536856826705731
226025.6,121353.8,0.53690289949457
226015.8,121359,0.536949186738272
226024.6,121365.5,0.53695703918954
226027,121362.3,0.536937180071407
226009,121351.4,0.53693171510869
226022.9,121348.3,0.536884979353862
226037.5,121356.6,0.536887020958912
226043,121359,0.536884575058728
226039.3,121362.8,0.536910174469661
226016.5,121354.6,0.536928056137494
226039.3,121359.3,0.536894690436575
226034.5,121357.6,0.536898570793397
226025.6,121361.6,0.536937408859881
226020.9,121358.7,0.536935743552919
226037.5,121353.3,0.536872421611458
226011.4,121359.9,0.536963622188969
226019.1,121350,0.536901527348795
225999.1,121346.8,0.536934881599086
226018.9,121358,0.5369373977132
226027.4,121356.8,0.53691189652228
226026,121340.1,0.536841336837355
226021.9,121348.9,0.536890009330954
226040.6,121358.5,0.536888063471783
226018.9,121349.8,0.536901117561407
226009.3,121354.3,0.536943833727196
226010,121341.6,0.536885978496527
226030.4,121350.3,0.536876013138056
226027.4,121351.7,0.53688933288619
226044.8,121352,0.536849332521695
226029.4,121353.8,0.536893873097924
226023.6,121358.7,0.536929329503645
226021.5,121355.8,0.5369214875576
226005.9,121344.6,0.536908992198876
226028.8,121361.8,0.536930692018008
226026.4,121342,0.536848792884371
226023.3,121347.3,0.536879604890292
226022.3,121354.4,0.536913393059003
226025,121346.1,0.536870257714855
226025,121348.9,0.53688264572503
225997.4,121348.9,0.536948212678553
226014.4,121349.6,0.536910922489895
226016.8,121366.7,0.536980879297468
226023.6,121366.5,0.536963839174316
226015.4,121360.4,0.536956331294239
226012.8,121348.6,0.536910298885727
226009,121352.4,0.53693613971125
225999.8,121347.8,0.536937643307649
226001.1,121346.3,0.536927917607481
226002.1,121352.4,0.536952532741952
225999.8,121358.7,0.536985873438826
225993.6,121355.4,0.536986003143452
226016.1,121356.4,0.536936970419364
226015.1,121355.6,0.536935806501424
225997,121347.4,0.536942525785741
226003.5,121355.8,0.536964250553642
226017.1,121358.7,0.536944770992991
226028.4,121360.7,0.536926775573335
226020.9,121356.4,0.536925567502828
226033.8,121346.9,0.536852895451919
226034.9,121354.3,0.536883021161776
226030.1,121348.8,0.536870089426143
226030.1,121347.1,0.536862568303956
226011.6,121360,0.536963589479478
226019.1,121357.8,0.536936037706548
226023.3,121350.1,0.536891992993643
226035.1,121359.5,0.536905551394452
226022.9,121355.1,0.536915064800956
226013.8,121351.4,0.536920311945554
226031.8,121352.5,0.536882420969085
226023.3,121355.4,0.536915441903556
226030.4,121351.9,0.536883091831895
226007.9,121357.6,0.536961761071184
226024,121355.4,0.53691377906771
226009.3,121348.1,0.536916401227737
225997.8,121343.5,0.536923368280576
226026.6,121359.7,0.536926627219982
226000.8,121354.8,0.536966240827466
226002.5,121356.8,0.536971051205186
225995,121357.8,0.536993296311865
226020.5,121356.3,0.536926075289631
226008.3,121346.3,0.536910812567503
225993.6,121347.3,0.5369501614205
226013.4,121356.3,0.536942942321119
226010.4,121343.9,0.536895204822433
226030.1,121352.4,0.536886016508421
226023.6,121350.5,0.536893050106272
226034.9,121357.4,0.536896735858047
226004.1,121351,0.536941586457945
225996.6,121358,0.536990379501285
226002.9,121359.9,0.536983817464289
226005.9,121355.9,0.536958990893601
226023.3,121352.7,0.536903496232468
226006.6,121355.8,0.536956885329898
226011.6,121354.1,0.536937484624683
226032.1,121349.5,0.53686843594339
226020.3,121357.6,0.536932302098528
226018.1,121354.1,0.536922042969125
226002.9,121357.1,0.536971428242735
226012.4,121348.8,0.536912134024505
226038.9,121354.3,0.53687352044272
226017.1,121361.6,0.536957601880566
226015.4,121356.9,0.536940845623794
225990.3,121360,0.537014199282005
226003.9,121353.6,0.536953565845545
226011.4,121348.1,0.536911412433178
226017.5,121354.9,0.536927007864435
225999.1,121356.8,0.536979129562905
226015.8,121350.6,0.536912021194978
226006.9,121349.6,0.536928739786263
226006.6,121344.4,0.536906444325077
226025.3,121358.3,0.536923521393402
226025.6,121355.6,0.536910863194258
226029.8,121359.5,0.536918140882309
226048.8,121365.6,0.536899996814847
226039.3,121363.6,0.536913713677223
226009.6,121358.8,0.536963031658832
226013,121363.1,0.536973979372868
226017.1,121355.6,0.536931055216619
226029,121361.9,0.536930659340173
226018.1,121354.4,0.53692337029645
226012.4,121349.6,0.536915673653304
226023.3,121368.4,0.536972958097683
226006.6,121361.9,0.536983875692126
226015.8,121357.8,0.536943877374945
225998.8,121367.4,0.537026745274754
226011.4,121373.1,0.537022026322566
226053.9,121375.9,0.536933448173201
226021.9,121364.3,0.536958144321413
226030.4,121378.8,0.53700210237207
226010.4,121359.9,0.53696599802487
225998.4,121345.2,0.536929464987363
225991.9,121345.1,0.536944465708727
226004.9,121359.5,0.536977295625006
226025.3,121364.3,0.536950067094259
226013.8,121359,0.536953938210853
226010,121350.8,0.536926684659971
226012.8,121362.3,0.536970914921633
226002.1,121353.9,0.536959169848422
226008.6,121359.7,0.536969389660393
226027,121356.6,0.536911961845266
226051.9,121357.3,0.536855916716471
226021.5,121358.1,0.536931663580677
226026,121372.1,0.536982913470132
226027,121353.4,0.536897804244626
226020.5,121344,0.536871655447183
226017.1,121348.4,0.536899199219882
226009,121361.6,0.536976846054803
226010.6,121350.8,0.536925259257752
226027.4,121353.1,0.536895526825509
226034.9,121354.8,0.536885233209562
226021.3,121358,0.536931696260485
226029.8,121350,0.536876111026068
226019.1,121364.1,0.536963911457041
226028.8,121361.4,0.536928922332021
226032.8,121371.4,0.536963661911015
226022.6,121368.2,0.536973736254693
226024.6,121360.6,0.536935360133366
226009.3,121351.4,0.536931002396804
225998.4,121346.8,0.536936544683502
225997,121342.8,0.536922171533251
226010.6,121349.3,0.536918622400896
226014,121361.1,0.536962754519632
226009.6,121354.3,0.53694312100017
226011.4,121355.6,0.536944596599995
226011,121355.9,0.536946874267182
