08
H2O16c_ppm_se,H2O18c_ppm_se,HODc_ppm_se,
1.06481e+02,1.58974e-01,-2.20976e+00,
1.06578e+02,1.63971e-01,7.48524e-02,
9.90736e+01,1.54692e-01,5.74352e-02,
1.04451e+02,1.60494e-01,6.42007e-02,
1.12496e+02,1.56918e-01,3.35780e-02,
1.07756e+02,1.63467e-01,4.93849e-02,
9.86288e+01,1.46595e-01,5.53176e-02,
9.49753e+01,1.52312e-01,4.11967e-02,
1.15849e+02,1.63529e-01,7.19161e-02,
1.06619e+02,1.58238e-01,3.41892e-02,
1.09689e+02,1.54757e-01,-2.20279e+00,
1.04267e+02,1.53745e-01,4.52117e-02,
1.07851e+02,1.59363e-01,4.05044e-02,
1.00460e+02,1.54932e-01,-2.22301e+00,
9.92371e+01,1.52287e-01,7.95375e-02,
1.01793e+02,1.54782e-01,6.46741e-02,
1.80938e+02,1.56052e-01,-2.06265e+00,
1.08245e+02,1.55321e-01,8.22466e-02,
1.04533e+02,1.56430e-01,7.18942e-02,
1.06342e+02,1.57069e-01,5.67912e-02,
1.10096e+02,1.55533e-01,4.66478e-02,
1.00217e+02,1.53664e-01,1.98974e-02,
1.04782e+02,1.58050e-01,1.84482e+04,
1.02630e+02,1.54602e-01,4.52379e-02,
9.92488e+01,1.55995e-01,6.27177e-02,
1.05388e+02,1.58325e-01,5.64270e-02,
1.03060e+02,1.57009e-01,2.80759e-02,
1.12055e+02,1.58858e-01,7.32236e-02,
1.02703e+02,1.61206e-01,7.22323e-02,
9.98674e+01,1.52793e-01,4.94789e-02,
1.04071e+02,1.51579e-01,4.97997e-02,
1.05956e+02,1.50907e-01,5.15791e-02,
1.05022e+02,1.53739e-01,7.13096e-02,
1.09848e+02,1.56861e-01,5.58484e-02,
1.05374e+02,1.55380e-01,4.30756e-02,
1.06004e+02,1.58848e-01,7.67555e-02,
1.01929e+02,1.56923e-01,6.46461e-02,
1.04165e+02,1.52253e-01,1.37349e-03,
1.02421e+02,1.61056e-01,4.75846e-02,
1.08242e+02,1.51556e-01,4.92447e-02,
1.05695e+02,1.52835e-01,4.96148e-02,
1.03290e+02,1.56331e-01,-2.21675e+00,
1.04223e+02,1.54660e-01,-2.21470e+00,
1.07457e+02,1.55403e-01,2.39563e-03,
9.98376e+01,1.53318e-01,-2.22439e+00,
1.01916e+02,1.59114e-01,6.69415e-02,
1.10029e+02,1.56495e-01,4.38190e-02,
1.01643e+02,1.55559e-01,3.85363e-02,
1.08631e+02,1.52864e-01,4.88643e-02,
1.05729e+02,1.57424e-01,2.91103e-02,
1.00443e+02,1.50223e-01,2.62765e-02,
1.06814e+02,1.58634e-01,8.87974e-03,
9.49727e+01,1.53993e-01,5.08874e-02,
9.75378e+01,1.57646e-01,4.94586e-02,
1.02730e+02,1.49696e-01,7.52851e-02,
1.02905e+02,1.47641e-01,1.54971e-02,
1.07657e+02,1.54931e-01,4.67104e-02,
1.07878e+02,1.60959e-01,5.39123e-02,
1.00382e+02,1.57351e-01,3.94606e-02,
9.37786e+01,1.51237e-01,4.94344e+00,
9.98908e+01,1.56244e-01,5.03941e-02,
1.02655e+02,1.54140e-01,4.25901e-02,
1.10341e+02,1.57300e-01,9.17710e-02,
1.12245e+02,1.60328e-01,8.58464e-02,
1.01499e+02,1.57738e-01,7.00614e-02,
1.02355e+02,1.55877e-01,-2.21881e+00,
1.04023e+02,1.53036e-01,4.08584e-02,
1.02260e+02,1.54641e-01,5.06203e-02,
1.09566e+02,1.63564e-01,7.14363e-02,
1.07879e+02,1.53739e-01,-2.20671e+00,
1.07028e+02,1.49771e-01,3.42532e+01,
1.13357e+02,1.56346e-01,8.89446e-02,
1.04269e+02,1.56292e-01,5.33540e-02,
1.01593e+02,1.53833e-01,3.92692e-02,
1.06761e+02,1.60244e-01,7.50473e-02,
1.12488e+02,1.56550e-01,6.28138e-02,
1.10802e+02,1.61726e-01,7.88033e-02,
1.14044e+02,1.65896e-01,6.80846e-02,
1.06605e+02,1.66460e-01,3.01414e-02,
1.06677e+02,1.63913e-01,7.62192e-02,
1.05107e+02,1.60832e-01,6.07761e-02,
1.01396e+02,1.56584e-01,4.24343e-02,
1.05387e+02,1.53176e-01,3.71935e-02,
1.14870e+02,1.55930e-01,4.93807e-02,
1.11674e+02,1.56533e-01,5.83359e-02,
1.06103e+02,1.59732e-01,3.98993e-02,
1.02830e+02,1.54605e-01,4.45091e-02,
1.09259e+02,1.59773e-01,3.77183e-02,
9.98122e+01,1.54709e-01,5.17864e-02,
1.03611e+02,1.57402e-01,1.05052e-02,
1.02876e+02,1.57578e-01,4.60547e-02,
1.00995e+02,1.62817e-01,3.98010e-02,
1.08651e+02,1.58158e-01,9.08718e+00,
1.08672e+02,1.58895e-01,4.89481e-02,
1.01564e+02,1.55035e-01,6.00950e-02,
1.06115e+02,1.52445e-01,7.50047e-02,
9.93496e+01,1.61654e-01,3.72416e-02,
9.89344e+01,1.57320e-01,1.09542e-01,
1.00200e+02,1.57718e-01,-2.22358e+00,
1.03465e+02,1.59617e-01,3.76115e-02,
9.80300e+01,1.60246e-01,7.33659e-02,
1.02425e+02,1.61262e-01,6.67834e-02,
9.70755e+01,1.54299e-01,4.85790e-02,
1.04397e+02,1.62412e-01,4.32814e-02,
1.08751e+02,1.60553e-01,7.90050e-02,
1.02632e+02,1.55856e-01,4.17514e-02,
1.03896e+02,1.52652e-01,7.35789e-02,
1.04416e+02,1.60588e-01,5.00329e-02,
1.04080e+02,1.64278e-01,6.74393e-02,
1.03564e+02,1.51754e-01,5.25724e-02,
1.02331e+02,1.54578e-01,5.96410e-02,
1.13308e+02,1.50827e-01,8.53873e-02,
9.96926e+01,1.54894e-01,5.75291e-02,
1.08573e+02,1.56170e-01,5.61653e-02,
1.03160e+02,1.56152e-01,5.62484e-02,
1.03551e+02,1.53376e-01,3.54591e-02,
1.01135e+02,1.49922e-01,-2.22151e+00,
1.07329e+02,1.56831e-01,3.26858e-02,
1.08832e+02,1.51482e-01,8.96318e-02,
1.06759e+02,1.55156e-01,2.76825e-02,
1.13574e+02,1.58117e-01,5.89717e-02,
1.10135e+02,1.56635e-01,5.06972e-02,
1.00952e+02,1.51360e-01,7.89904e-02,
9.71870e+01,1.53948e-01,8.78808e-02,
1.08910e+02,1.58000e-01,4.60174e-02,
9.76449e+01,1.53449e-01,6.15052e-02,
1.07091e+02,1.53801e-01,4.53014e-02,
1.05383e+02,1.49432e-01,4.44794e-02,
9.86087e+01,1.57502e-01,-2.22712e+00,
1.04449e+02,1.60997e-01,4.01704e-02,
1.12381e+02,1.66304e-01,2.78267e-02,
1.10940e+02,1.51107e-01,4.88521e-02,
1.11903e+02,1.67779e-01,6.66942e-02,
1.07770e+02,1.61924e-01,2.45382e-02,
1.07826e+02,1.52376e-01,4.26217e-02,
9.78704e+01,1.49963e-01,4.15173e-02,
1.06896e+02,1.56054e-01,-2.20885e+00,
1.10777e+02,1.62357e-01,7.78115e-02,
1.09219e+02,1.55835e-01,5.34960e-02,
1.00283e+02,1.57150e-01,-2.22340e+00,
1.06194e+02,1.60190e-01,6.99437e-02,
1.02611e+02,1.57229e-01,-2.21825e+00,
1.08139e+02,1.54095e-01,5.71645e-03,
9.90072e+01,1.59058e-01,5.89988e-02,
1.09937e+02,1.58771e-01,6.06201e-02,
1.13995e+02,1.55145e-01,3.55736e-02,
1.01238e+02,1.53665e-01,-2.22128e+00,
1.02765e+02,1.58230e-01,5.58685e-02,
1.01223e+02,1.64487e-01,-2.22131e+00,
1.03270e+02,1.52894e-01,-2.21680e+00,
1.11320e+02,1.62867e-01,1.66652e-02,
1.03471e+02,1.50842e-01,1.91765e-02,
1.09975e+02,1.53265e-01,5.35693e-02,
1.04547e+02,1.55918e-01,2.82952e-02,
1.02969e+02,1.54935e-01,5.25869e-02,
1.06586e+02,1.50588e-01,1.60143e-02,
1.06237e+02,1.61647e-01,5.01494e-02,
1.04658e+02,1.57515e-01,6.10110e-02,
1.02042e+02,1.54307e-01,5.38695e-02,
1.01749e+02,1.57910e-01,6.77947e-02,
1.01977e+02,1.59022e-01,2.21965e+06,
1.12235e+02,1.54909e-01,5.92020e-02,
1.07393e+02,1.63961e-01,4.28832e-02,
1.01711e+02,1.60270e-01,2.63473e-02,
1.06573e+02,1.61766e-01,6.70680e-02,
1.11895e+02,1.60647e-01,3.91006e-02,
1.16323e+02,1.53294e-01,5.91680e-02,
1.06820e+02,1.52145e-01,7.13553e-02,
1.08031e+02,1.63142e-01,6.84489e-02,
1.02989e+02,1.62587e-01,1.70345e-02,
1.02570e+02,1.63949e-01,6.26525e-02,
1.05793e+02,1.50922e-01,3.12151e-02,
1.09906e+02,1.57404e-01,4.82659e-02,
1.05728e+02,1.63170e-01,7.99166e-02,
1.07947e+02,1.58461e-01,6.32918e-02,
1.20632e+02,1.58722e-01,1.87512e+03,
1.01898e+02,1.57970e-01,5.86693e-02,
1.10563e+02,1.62300e-01,3.50650e-02,
1.04724e+02,1.58001e-01,5.48345e-02,
1.11208e+02,1.59827e-01,7.12802e-02,
1.05346e+02,1.59916e-01,-2.21224e+00,
1.08104e+02,1.62791e-01,6.20133e-02,
1.07293e+02,1.57881e-01,6.23005e-02,
1.04468e+02,1.57632e-01,2.68978e-02,
9.77687e+01,1.57612e-01,3.24058e-02,
1.11210e+02,1.60521e-01,5.87658e-02,
1.04313e+02,1.57699e-01,2.02297e-02,
1.10525e+02,1.61482e-01,6.58207e-02,
1.12918e+02,1.62066e-01,6.53236e-02,
1.11368e+02,1.56914e-01,8.97174e-02,
1.09714e+02,1.56594e-01,2.07755e-02,
1.02849e+02,1.58686e-01,-2.21772e+00,
1.08669e+02,1.63090e-01,4.44957e-02,
1.06421e+02,1.54825e-01,2.38559e-02,
1.09890e+02,1.61279e-01,3.56540e-02,
1.00363e+02,1.50317e-01,7.97200e-02,
1.02320e+02,1.61379e-01,4.04346e-02,
1.09242e+02,1.57750e-01,-2.20376e+00,
1.13231e+02,1.52570e-01,6.58379e-02,
1.07986e+02,1.54811e-01,-2.20648e+00,
9.65199e+01,1.49520e-01,-2.23180e+00,
1.02017e+02,1.58952e-01,3.00740e-02,
1.06416e+02,1.57840e-01,7.46844e-02,
1.10700e+02,1.55883e-01,4.24902e-02,
1.11886e+02,1.55247e-01,4.72491e-02,
1.07347e+02,1.60197e-01,6.75801e-02,
1.07026e+02,1.56167e-01,5.89321e-02,
1.04883e+02,1.55165e-01,7.27262e-02,
1.04664e+02,1.61450e-01,4.43780e-02,
1.03479e+02,1.62747e-01,5.25900e-02,
1.01941e+02,1.56732e-01,-2.21973e+00,
1.10836e+02,1.61933e-01,4.76594e-02,
1.08995e+02,1.62197e-01,-2.20429e+00,
1.05410e+02,1.58904e-01,5.42654e-02,
1.06338e+02,1.67871e-01,2.63079e-02,
1.09660e+02,1.60425e-01,2.39562e-02,
1.00516e+02,1.54779e-01,2.90339e-02,
1.09482e+02,1.61184e-01,5.33472e-02,
1.02403e+02,1.56514e-01,3.08484e-02,
1.03940e+02,1.65797e-01,8.97724e-02,
1.07192e+02,1.53729e-01,1.00674e+02,
1.00525e+02,1.54436e-01,7.09871e-02,
1.03612e+02,1.58798e-01,1.95823e-02,
1.07876e+02,1.54279e-01,1.96563e+05,
1.05766e+02,1.60761e-01,3.86572e-02,
9.69521e+01,1.55477e-01,1.38023e+03,
1.08176e+02,1.52218e-01,2.85601e-02,
9.59616e+01,1.62514e-01,-2.23305e+00,
1.05569e+02,1.57734e-01,9.29391e-02,
1.06343e+02,1.60795e-01,6.94162e-02,
1.07345e+02,1.49259e-01,-2.20788e+00,
1.10396e+02,1.58745e-01,4.94935e-02,
1.03514e+02,1.58813e-01,7.26011e-02,
1.10511e+02,1.56854e-01,2.05069e-02,
1.04681e+02,1.47790e-01,5.55459e-02,
1.07403e+02,1.56939e-01,4.32123e-02,
9.46948e+01,1.63509e-01,1.11211e-02,
1.05711e+02,1.56793e-01,3.12805e-02,
1.05974e+02,1.63242e-01,4.21723e-02,
9.77497e+01,1.55650e-01,2.25312e-02,
1.08562e+02,1.60047e-01,-2.20523e+00,
1.05782e+02,1.55712e-01,6.33937e-02,
1.08051e+02,1.62761e-01,1.76699e+03,
1.03481e+02,1.46372e-01,3.88591e-02,
1.05942e+02,1.58331e-01,6.79557e-02,
1.10814e+02,1.66224e-01,6.50010e-02,
1.06107e+02,1.53710e-01,-2.21058e+00,
9.86491e+01,1.61438e-01,-2.22703e+00,
1.04054e+02,1.62086e-01,7.81481e-02,
1.10007e+02,1.51882e-01,-2.20210e+00,
1.05904e+02,1.63604e-01,3.96369e-02,
1.05766e+02,1.59057e-01,6.27383e-02,
1.08456e+02,1.58326e-01,8.87856e-02,
1.07554e+02,1.57646e-01,-2.20742e+00,
1.15480e+02,1.64887e-01,8.69228e-02,
1.10874e+02,1.64097e-01,3.66385e-02,
1.06326e+02,1.54646e-01,8.02913e-02,
1.06854e+02,1.58737e-01,6.59523e-02,
1.08953e+02,1.62617e-01,4.74098e-02,
1.18560e+02,1.52842e-01,6.84312e-02,
1.02590e+02,1.55739e-01,3.75429e-02,
9.34981e+01,1.51567e-01,-2.23861e+00,
1.09316e+02,1.57884e-01,6.06589e-02,
1.07007e+02,1.52328e-01,4.86948e-02,
1.12217e+02,1.59231e-01,5.96825e-02,
1.10912e+02,1.57871e-01,3.90994e-02,
1.08855e+02,1.69500e-01,4.01458e-02,
1.05613e+02,1.61135e-01,6.81183e-02,
1.06612e+02,1.56969e-01,6.06719e-02,
1.09751e+02,1.60094e-01,-2.20266e+00,
1.01875e+02,1.63170e-01,-2.21987e+00,
1.08697e+02,1.60958e-01,3.48967e-02,
1.02607e+02,1.61527e-01,1.82888e-02,
1.07932e+02,1.57086e-01,-2.20660e+00,
1.04997e+02,1.62374e-01,5.64242e-02,
1.04900e+02,1.61393e-01,5.87528e-02,
1.03563e+02,1.55635e-01,2.92148e-02,
1.02565e+02,1.54906e-01,-2.21835e+00,
9.98866e+01,1.60000e-01,5.07504e-02,
1.03962e+02,1.57699e-01,4.26769e-02,
1.05577e+02,1.56351e-01,1.16889e-02,
1.09121e+02,1.56577e-01,9.06958e-02,
1.05577e+02,1.64580e-01,4.27134e-03,
9.93507e+01,1.63008e-01,8.56220e-02,
1.06680e+02,1.54908e-01,5.58860e-02,
1.06205e+02,1.58538e-01,4.58339e-02,
1.05621e+02,1.60559e-01,2.57595e-02,
9.71230e+01,1.55108e-01,2.85099e-02,
1.12806e+02,1.66223e-01,5.72077e-02,
9.49603e+01,1.56762e-01,3.24985e-02,
1.04845e+02,1.60689e-01,3.98170e-02,
1.08232e+02,1.61372e-01,1.69959e-02,
1.11799e+02,1.59529e-01,8.68276e-02,
1.02191e+02,1.58802e-01,3.38692e-02,
1.08648e+02,1.60998e-01,6.16232e-02,
1.07037e+02,1.59062e-01,2.42057e-02,
1.14281e+02,1.57492e-01,9.31120e-02,
1.07328e+02,1.59546e-01,5.86890e-02,
1.08573e+02,1.58584e-01,2.63350e-02,
1.10998e+02,1.61735e-01,3.15179e-02,
1.05734e+02,1.63905e-01,4.98821e-02,
1.02760e+02,1.56424e-01,3.29031e-02,
1.03332e+02,1.61490e-01,3.68933e-02,
1.09666e+02,1.67640e-01,6.71937e-02,
1.00767e+02,1.63394e-01,4.85814e-02,
1.05096e+02,1.57706e-01,-2.21279e+00,
1.07535e+02,1.55091e-01,4.42808e-02,
1.11449e+02,1.59802e-01,3.18606e-02,
1.09354e+02,1.60329e-01,4.61312e-02,
1.02339e+02,1.52831e-01,3.10500e-02,
1.03519e+02,1.60777e-01,4.24410e-02,
1.05110e+02,1.64888e-01,-2.21276e+00,
1.12267e+02,1.58381e-01,5.70104e-02,
1.10458e+02,1.58971e-01,4.13594e-02,
1.07259e+02,1.53730e-01,5.35357e-02,
1.08506e+02,1.55399e-01,9.41384e-02,
1.07724e+02,1.63627e-01,6.81858e-02,
1.03274e+02,1.55036e-01,2.68022e-02,
1.09650e+02,1.54928e-01,5.06794e-02,
1.04278e+02,1.60291e-01,5.19047e-02,
1.07312e+02,1.58563e-01,9.13091e-02,
1.10376e+02,1.64648e-01,7.18565e-02,
1.02490e+02,1.57112e-01,3.28605e-02,
1.04422e+02,1.63304e-01,1.81810e-02,
1.04321e+02,1.65416e-01,5.79518e-02,
1.05452e+02,1.59207e-01,2.66336e-02,
1.03977e+02,1.56413e-01,-2.21524e+00,
1.09724e+02,1.54849e-01,6.95473e-02,
1.08285e+02,1.55606e-01,6.25684e-02,
1.05658e+02,1.61880e-01,7.27272e-02,
1.01231e+02,1.54187e-01,3.29212e-02,
1.09975e+02,1.56546e-01,4.48127e-02,
1.06027e+02,1.56733e-01,5.06007e-02,
1.07672e+02,1.54938e-01,-2.20717e+00,
1.02437e+02,1.57369e-01,4.08468e-02,
1.07172e+02,1.61313e-01,1.52104e-04,
1.01315e+02,1.58408e-01,-2.22111e+00,
1.07739e+02,1.58044e-01,3.35441e-02,
1.08879e+02,1.60351e-01,1.64819e-02,
1.10817e+02,1.62846e-01,1.05375e-01,
1.05493e+02,1.66091e-01,6.31080e-02,
1.08494e+02,1.56704e-01,8.77174e-02,
1.07336e+02,1.55302e-01,7.06243e-02,
1.08233e+02,1.62225e-01,6.76738e-02,
1.09457e+02,1.59788e-01,7.74005e-02,
1.18465e+02,1.65079e-01,6.16348e-02,
1.08483e+02,1.59223e-01,4.49426e-02,
1.06972e+02,1.58761e-01,-2.20869e+00,
1.07085e+02,1.61870e-01,7.87571e-02,
1.01139e+02,1.59299e-01,7.55218e-02,
9.73828e+01,1.63279e-01,3.65206e-02,
1.00091e+02,1.58067e-01,-2.22382e+00,
1.05827e+02,1.62610e-01,5.05540e-02,
1.09896e+02,1.59855e-01,3.29404e-02,
1.10846e+02,1.56637e-01,-2.20029e+00,
1.04763e+02,1.63431e-01,-2.21352e+00,
1.12528e+02,1.54703e-01,4.60948e-02,
1.03771e+02,1.59483e-01,5.44672e-02,
1.03998e+02,1.63505e-01,5.98899e-02,
1.01300e+02,1.55365e-01,5.50873e-02,
1.12376e+02,1.55927e-01,7.90682e-02,
1.09040e+02,1.59596e-01,1.67525e-02,
1.08869e+02,1.57159e-01,-2.20457e+00,
1.03162e+02,1.57561e-01,7.00724e-02,
1.09603e+02,1.62549e-01,4.64106e-02,
1.11938e+02,1.63049e-01,2.94407e-02,
1.04137e+02,1.62961e-01,3.62044e-02,
1.09978e+02,1.63794e-01,4.06771e-02,
1.06052e+02,1.56941e-01,4.72421e-02,
1.03124e+02,1.58502e-01,-2.21712e+00,
1.06120e+02,1.51663e-01,3.05407e-02,
1.02233e+02,1.61440e-01,3.02961e-02,
1.11987e+02,1.61720e-01,4.32829e-02,
1.02611e+02,1.63981e-01,-2.21825e+00,
1.05986e+02,1.61586e-01,5.99304e-02,
1.14295e+02,1.60722e-01,5.70655e-02,
1.00863e+02,1.57614e-01,5.74924e-02,
1.11955e+02,1.64385e-01,6.80567e-02,
1.06608e+02,1.60635e-01,7.20448e-02,
1.09135e+02,1.57724e-01,7.15197e-02,
9.98379e+01,1.60064e-01,4.56373e-02,
1.08842e+02,1.63296e-01,4.66854e-02,
1.11920e+02,1.65020e-01,2.91207e-03,
6.07485e+00,1.46605e-01,2.10584e-01,
1.04070e+02,1.49974e-01,6.40549e-02,
1.06955e+02,1.59624e-01,7.06194e-03,
1.10326e+02,1.56204e-01,4.60723e-02,
1.13815e+02,1.63934e-01,5.08690e-02,
1.12036e+02,1.58961e-01,8.06039e-02,
1.04614e+02,1.71291e-01,3.02831e-02,
1.04014e+02,1.59579e-01,-2.21516e+00,
1.11074e+02,1.63586e-01,4.52706e-02,
1.08852e+02,1.65366e-01,3.07549e-02,
1.07307e+02,1.55642e-01,-2.20796e+00,
1.02834e+02,1.54423e-01,7.23227e-02,
1.05287e+02,1.50298e-01,7.68761e-02,
1.13822e+02,1.59716e-01,5.13958e-02,
1.08879e+02,1.69276e-01,3.86350e-02,
1.03608e+02,1.62913e-01,6.95861e-02,
1.09205e+02,1.56823e-01,6.85423e-02,
1.01629e+02,1.55035e-01,3.34571e-02,
1.09804e+02,1.48435e-01,4.32324e-02,
1.02486e+02,1.60587e-01,7.71195e-02,
1.16678e+02,1.65471e-01,4.06076e-02,
9.93743e+01,1.54574e-01,7.82346e-02,
1.08010e+02,1.64093e-01,4.84418e-02,
1.01744e+02,1.56362e-01,7.88497e-02,
1.04564e+02,1.57969e-01,4.39122e-02,
1.05474e+02,1.61000e-01,6.21449e-02,
1.05879e+02,1.56087e-01,4.17182e-02,
1.06799e+02,1.65940e-01,5.06262e-03,
1.03419e+02,1.54784e-01,3.10433e-02,
1.03037e+02,1.66372e-01,9.87102e-02,
1.05013e+02,1.54954e-01,6.10774e-02,
1.12278e+02,1.54894e-01,6.52641e-02,
1.03993e+02,1.57600e-01,-2.21521e+00,
1.09181e+02,1.57047e-01,3.79084e-02,
1.07400e+02,1.60918e-01,8.36301e-02,
9.81510e+01,1.57455e-01,7.24300e-02,
1.01742e+02,1.55261e-01,1.91753e-02,
1.13773e+02,1.63236e-01,4.66874e-02,
1.06632e+02,1.57506e-01,5.30815e-02,
9.70084e+01,1.68062e-01,9.34212e-02,
1.07412e+02,1.61069e-01,8.78244e-02,
1.07915e+02,1.60909e-01,7.07008e-02,
1.02639e+02,1.56128e-01,4.63357e-02,
1.08205e+02,1.54826e-01,7.16883e-02,
1.10174e+02,1.59656e-01,3.38159e-02,
1.04419e+02,1.64525e-01,8.03733e-02,
1.08804e+02,1.63960e-01,-2.20471e+00,
1.11776e+02,1.49561e-01,1.40334e-02,
1.03087e+02,1.59974e-01,4.54959e-02,
1.01121e+02,1.59363e-01,5.66570e-02,
1.07092e+02,1.59773e-01,-2.20843e+00,
1.02030e+02,1.53783e-01,-2.21953e+00,
1.06398e+02,1.60221e-01,-2.20994e+00,
1.16064e+02,1.64858e-01,3.42958e-02,
1.11717e+02,1.55607e-01,7.60367e-02,
1.07995e+02,1.64611e-01,3.26576e-02,
1.00506e+02,1.61567e-01,7.74299e-02,
1.10023e+02,1.60938e-01,8.79354e-02,
1.00508e+02,1.54406e-01,-2.22290e+00,
1.07055e+02,1.60688e-01,-2.20851e+00,
1.05143e+02,1.61835e-01,2.70287e-02,
1.04599e+02,1.58390e-01,4.75626e-02,
1.08418e+02,1.69205e-01,8.40059e-02,
1.09642e+02,1.53557e-01,1.07605e-01,
1.12054e+02,1.55926e-01,2.94736e-02,
1.07558e+02,1.56297e-01,7.31110e-02,
1.09778e+02,1.57768e-01,7.71784e-02,
1.05940e+02,1.63434e-01,9.52146e-02,
1.11997e+02,1.62287e-01,5.92105e-02,
1.12347e+02,1.63867e-01,5.21838e-02,
1.12750e+02,1.63979e-01,6.05217e-02,
1.08618e+02,1.55137e-01,9.33374e-02,
1.05628e+02,1.59848e-01,1.15267e-02,
1.05906e+02,1.58281e-01,8.34804e-02,
1.12462e+02,1.56447e-01,-2.19682e+00,
1.05818e+02,1.50299e-01,7.58971e-02,
1.05692e+02,1.61419e-01,1.99216e-02,
1.04645e+02,1.63440e-01,5.10725e-02,
1.00583e+02,1.56325e-01,3.25181e-02,
1.06373e+02,1.58759e-01,5.20032e-02,
1.04094e+02,1.59588e-01,-2.21498e+00,
1.04140e+02,1.58585e-01,-2.21488e+00,
1.12331e+02,1.59148e-01,4.02420e-02,
1.09323e+02,1.61965e-01,1.19120e+03,
1.04753e+02,1.65158e-01,4.52474e+05,
9.92696e+01,1.57563e-01,9.19145e-02,
1.13481e+02,1.56140e-01,6.43405e-02,
1.02388e+02,1.53622e-01,8.47891e-02,
1.06554e+02,1.62022e-01,5.06099e-02,
1.05408e+02,1.64412e-01,4.11862e-02,
1.09998e+02,1.58995e-01,4.73179e-02,
1.10914e+02,1.62188e-01,4.66913e-02,
1.06650e+02,1.63477e-01,4.76508e-02,
1.10294e+02,1.59892e-01,6.81906e-02,
1.07952e+02,1.59602e-01,7.33305e-02,
1.10238e+02,1.52865e-01,-2.20161e+00,
1.07613e+02,1.64878e-01,5.52579e-02,
1.03894e+02,1.60844e-01,4.84246e-02,
9.60495e+01,1.58027e-01,-2.23285e+00,
1.13292e+02,1.51407e-01,5.81897e-02,
1.00064e+02,1.62278e-01,3.92610e-02,
1.06648e+02,1.52978e-01,2.34688e-02,
9.93040e+01,1.59897e-01,1.06189e-01,
1.08166e+02,1.57523e-01,6.11387e-02,
1.06322e+02,1.59294e-01,1.00200e-02,
1.14512e+02,1.57413e-01,3.41640e-02,
1.03245e+02,1.56726e-01,3.94460e-02,
9.87845e+01,1.50365e-01,1.19178e-02,
1.09791e+02,1.60486e-01,6.10446e-02,
1.00695e+02,1.57280e-01,5.55707e-02,
9.85915e+01,1.55127e-01,6.61302e-02,
1.02183e+02,1.56337e-01,8.96773e-02,
1.04983e+02,1.54000e-01,5.85183e-02,
1.03893e+02,1.54450e-01,2.73329e-02,
9.92978e+01,1.57714e-01,1.71106e-02,
1.07991e+02,1.58164e-01,6.95802e-02,
1.12614e+02,1.63700e-01,4.85662e-02,
1.12846e+02,1.60593e-01,5.56346e-02,
1.16383e+02,1.57677e-01,3.49481e-02,
1.13802e+02,1.56615e-01,1.03633e-01,
1.05224e+02,1.62564e-01,1.85841e-02,
1.07905e+02,1.58828e-01,2.92495e-02,
1.00918e+02,1.55681e-01,4.77167e-02,
1.02767e+02,1.53883e-01,1.80111e-02,
1.10692e+02,1.58015e-01,1.91592e-02,
1.04344e+02,1.69059e-01,-2.21444e+00,
1.03816e+02,1.53898e-01,5.45704e-02,
1.03324e+02,1.63582e-01,3.40682e-02,
1.12509e+02,1.59834e-01,6.03530e-02,
9.62336e+01,1.58819e-01,8.28016e-02,
1.04908e+02,1.57000e-01,3.65650e-02,
1.06185e+02,1.63643e-01,4.97872e-02,
1.16185e+02,1.63137e-01,6.70680e-02,
9.86792e+01,1.54921e-01,3.71429e-02,
9.71813e+01,1.54283e-01,3.14584e-02,
9.92807e+01,1.58176e-01,3.67171e-02,
1.13856e+02,1.54985e-01,3.38083e-02,
1.03503e+02,1.60158e-01,-2.21628e+00,
1.07644e+02,1.57179e-01,-2.20723e+00,
1.07576e+02,2.10434e-01,-2.20737e+00,
9.99201e+01,1.61436e-01,-2.22420e+00,
1.08039e+02,1.56272e-01,2.38390e-02,
1.04507e+02,1.54211e-01,-2.21408e+00,
1.09728e+02,1.60489e-01,1.69904e-02,
1.06884e+02,1.62470e-01,4.33518e-02,
1.06019e+02,1.64377e-01,4.20886e-02,
1.07100e+02,1.58475e-01,3.71563e-02,
9.93369e+01,1.59023e-01,4.14370e-02,
1.07771e+02,1.58463e-01,-2.20695e+00,
9.85240e+01,1.57901e-01,6.04799e-03,
1.06581e+02,1.52741e-01,9.12764e-02,
1.06761e+02,1.54857e-01,5.63674e-02,
1.10610e+02,1.60683e-01,2.71034e-02,
9.74638e+01,1.60991e-01,-2.22968e+00,
1.01288e+02,1.59321e-01,5.86008e-02,
1.15380e+02,1.60656e-01,5.52141e-02,
9.99822e+01,1.57296e-01,-2.22407e+00,
1.03764e+02,1.56633e-01,3.28647e-02,
1.03322e+02,1.57104e-01,4.43679e-02,
1.02600e+02,1.58004e-01,4.08148e-02,
1.15606e+02,1.58866e-01,5.45186e-02,
1.02287e+02,1.58607e-01,3.52783e-02,
1.09186e+02,1.59049e-01,7.09845e-02,
1.05377e+02,1.62417e-01,-2.21217e+00,
1.03519e+02,1.60023e-01,3.17962e-02,
1.08784e+02,1.64488e-01,8.39039e-02,
1.01717e+02,1.60586e-01,5.24252e-02,
1.00600e+02,1.51116e-01,8.16430e-02,
1.03604e+02,1.55486e-01,6.64793e-02,
1.01918e+02,1.51218e-01,7.32021e-02,
1.04055e+02,1.51562e-01,3.95584e-02,
1.00220e+02,1.52310e-01,3.75559e-02,
