08
H2O16c_ppm_se,H2O18c_ppm_se,HODc_ppm_se,
1.12998e+02,1.52923e-01,1.78027e-02,
1.11004e+02,1.52658e-01,2.77956e-02,
1.14725e+02,1.62377e-01,-2.19198e+00,
1.13727e+02,1.57405e-01,5.36445e-02,
1.16039e+02,1.59164e-01,-2.18918e+00,
1.12756e+02,1.60371e-01,7.77896e-03,
1.16949e+02,1.62417e-01,-2.18725e+00,
1.08130e+02,1.60360e-01,3.77755e-02,
1.15331e+02,1.60367e-01,2.75809e-02,
1.09098e+02,1.60854e-01,2.20407e+06,
1.14500e+02,1.59934e-01,4.51034e-02,
1.15404e+02,1.58010e-01,3.35465e-02,
1.14293e+02,1.56142e-01,-2.19290e+00,
1.20687e+02,1.64049e-01,7.64517e-02,
1.11551e+02,1.53261e-01,2.00435e-02,
1.20526e+02,1.50568e-01,9.45609e-03,
1.03463e+02,1.56989e-01,-2.21637e+00,
1.08489e+02,1.54596e-01,5.97635e-02,
1.18471e+02,1.57289e-01,3.82975e-02,
1.10279e+02,1.60807e-01,5.62759e-02,
1.15947e+02,1.59320e-01,-2.18938e+00,
1.14822e+02,1.61026e-01,5.85178e-02,
1.08425e+02,1.54077e-01,8.02118e-03,
1.14299e+02,1.56590e-01,5.28928e-02,
1.10213e+02,1.51624e-01,5.72334e-02,
1.17149e+02,1.54889e-01,4.23516e-02,
1.14044e+02,1.55517e-01,-2.19343e+00,
1.08590e+02,1.57942e-01,-2.20517e+00,
1.24300e+02,1.59516e-01,6.40786e-02,
1.15810e+02,1.60188e-01,6.97885e-02,
1.14493e+02,1.54082e-01,-2.19247e+00,
1.17802e+02,1.59197e-01,7.63958e-02,
1.12649e+02,1.55336e-01,3.16913e-02,
1.11087e+02,1.59876e-01,-2.19977e+00,
1.22953e+02,1.63061e-01,5.39209e-02,
1.21741e+02,1.59219e-01,7.34999e-02,
1.12990e+02,1.63378e-01,-2.19569e+00,
1.24811e+02,1.56309e-01,4.64929e-02,
1.15957e+02,1.60069e-01,5.98935e-02,
1.08376e+02,1.54283e-01,3.03804e-02,
1.05377e+02,1.54373e-01,-2.21217e+00,
1.16777e+02,1.57254e-01,-2.18761e+00,
1.21940e+02,1.60315e-01,4.26143e-02,
1.12001e+02,1.59520e-01,3.66520e-02,
1.12827e+02,1.62079e-01,1.47130e-02,
1.17118e+02,1.49845e-01,-2.18689e+00,
1.15481e+02,1.58567e-01,-2.19037e+00,
1.21982e+02,1.61941e-01,4.89020e-02,
1.06544e+02,1.54448e-01,-2.20962e+00,
1.13386e+02,1.60032e-01,-2.19484e+00,
1.09055e+02,1.59793e-01,-2.20416e+00,
1.19694e+02,1.53060e-01,3.62207e-02,
1.14809e+02,1.58646e-01,2.89457e-02,
1.14200e+02,1.56334e-01,4.67476e-02,
1.18029e+02,1.51987e-01,4.97338e-02,
1.13447e+02,1.48262e-01,4.09162e-02,
1.09838e+02,1.52941e-01,4.35230e-02,
1.10495e+02,1.57336e-01,-2.20105e+00,
1.15972e+02,1.67849e-01,-2.18932e+00,
1.20089e+02,1.54824e-01,3.55151e-02,
1.15403e+02,1.59360e-01,-2.19053e+00,
1.04442e+02,1.57966e-01,3.18637e-02,
1.15580e+02,1.65387e-01,6.01041e-02,
1.10713e+02,1.62126e-01,1.71700e-02,
1.17134e+02,1.49534e-01,5.26142e-02,
1.11282e+02,1.69609e-01,-2.19935e+00,
1.11460e+02,1.51793e-01,2.48088e-02,
1.17783e+02,1.53767e-01,4.02632e-02,
1.14334e+02,1.62921e-01,-2.19281e+00,
1.08792e+02,1.52982e-01,1.72219e-02,
1.13226e+02,1.55720e-01,5.60475e-02,
1.13638e+02,1.57064e-01,1.36204e-02,
1.19639e+02,1.56084e-01,4.63319e-02,
1.09122e+02,1.56762e-01,9.35682e-02,
1.20636e+02,1.69808e-01,-2.17948e+00,
1.20416e+02,1.49307e-01,-2.17994e+00,
1.14884e+02,1.59942e-01,4.12245e-02,
7.44971e+01,1.56469e-01,2.13462e-01,
1.20963e+02,1.59348e-01,2.39270e-03,
1.10315e+02,1.48194e-01,4.26970e-02,
1.20420e+02,1.54674e-01,-2.17993e+00,
1.12047e+02,1.54547e-01,-2.19771e+00,
1.09608e+02,1.59727e-01,-2.20297e+00,
1.13459e+02,1.47818e-01,7.45637e-02,
1.18563e+02,1.56732e-01,7.37625e-02,
1.09406e+02,1.58392e-01,9.35281e-03,
1.12881e+02,1.57168e-01,1.09050e-02,
1.13839e+02,1.58680e-01,6.01039e-02,
1.12116e+02,1.50031e-01,-2.19756e+00,
1.06498e+02,1.54997e-01,-2.20972e+00,
1.16371e+02,1.63336e-01,3.35804e-02,
9.99602e+01,1.61751e-01,3.56461e-02,
1.14696e+02,1.54996e-01,2.87532e-02,
1.08804e+02,1.53621e-01,-2.20471e+00,
9.22164e+01,1.44279e-01,-2.24151e+00,
1.26942e+02,1.53553e-01,4.65196e-02,
1.08632e+02,1.51139e-01,8.87478e-02,
1.16191e+02,1.54054e-01,1.70805e-02,
1.12105e+02,1.60144e-01,1.03102e-02,
1.11126e+02,1.58422e-01,3.20456e-02,
1.13208e+02,1.58487e-01,3.74723e-02,
1.07213e+02,1.50514e-01,-2.20816e+00,
1.17318e+02,1.50290e-01,2.73690e-02,
1.16527e+02,1.56680e-01,4.60960e-02,
1.26339e+02,1.66193e-01,2.83811e-02,
1.10002e+02,1.59160e-01,-2.20212e+00,
1.14059e+02,1.60789e-01,-2.19340e+00,
1.12116e+02,1.61038e-01,-2.19756e+00,
1.10396e+02,1.63461e-01,1.22248e-02,
1.06172e+02,1.54274e-01,-2.21043e+00,
1.15927e+02,1.54597e-01,-2.18942e+00,
1.13496e+02,1.61634e-01,4.60722e-02,
1.12275e+02,1.50526e-01,-2.19722e+00,
1.15586e+02,1.61048e-01,6.36670e-02,
1.15353e+02,1.53278e-01,4.36413e-02,
1.17467e+02,1.51659e-01,6.12148e-02,
1.18855e+02,1.61038e-01,2.96017e-02,
1.11969e+02,1.59772e-01,-2.19788e+00,
1.15442e+02,1.53115e-01,3.81704e-02,
1.21791e+02,1.62771e-01,7.16161e-02,
1.18563e+02,1.59469e-01,4.05381e-02,
1.08399e+02,1.61978e-01,-2.20559e+00,
1.07067e+02,1.54977e-01,-2.20848e+00,
1.17550e+02,1.59283e-01,7.30653e-02,
1.17633e+02,1.55098e-01,3.02864e-02,
1.02286e+02,1.37742e-01,-2.21896e+00,
1.17974e+02,1.59641e-01,1.91805e-02,
1.17268e+02,1.51323e-01,3.03231e-02,
1.08165e+02,1.56775e-01,-2.20610e+00,
1.12493e+02,1.56914e-01,4.51979e-02,
1.11979e+02,1.58331e-01,3.95796e-02,
1.13710e+02,1.52922e-01,3.38702e-02,
1.16347e+02,1.53669e-01,-2.18853e+00,
1.19767e+02,1.53827e-01,7.68873e-03,
1.09272e+02,1.58422e-01,2.53402e-02,
1.12830e+02,1.57155e-01,4.34777e-02,
1.19144e+02,1.58418e-01,5.68538e-02,
1.14713e+02,1.57100e-01,2.77489e-02,
1.03103e+02,1.56024e-01,-2.21716e+00,
1.08042e+02,1.51110e-01,5.32535e-02,
1.15626e+02,1.57845e-01,3.43678e-02,
1.08238e+02,1.53681e-01,1.27624e-02,
1.16960e+02,1.57062e-01,8.02289e-02,
1.11543e+02,1.47823e-01,2.63198e-02,
1.19377e+02,1.54208e-01,-2.18212e+00,
1.12868e+02,1.51496e-01,4.11015e-02,
1.15775e+02,1.58525e-01,3.17343e-02,
1.07240e+02,1.49077e-01,-2.20810e+00,
1.02917e+02,1.56192e-01,2.23862e-03,
1.11370e+02,1.61883e-01,4.51700e-02,
1.11163e+02,1.59016e-01,5.50661e-02,
1.19541e+02,1.54100e-01,3.35703e-02,
1.16831e+02,1.55788e-01,-2.18750e+00,
-1.00000e+00,1.54496e-01,6.44004e-01,
1.06793e+02,1.55258e-01,-2.20908e+00,
1.19329e+02,1.49469e-01,4.69840e-02,
1.14969e+02,1.56150e-01,2.36787e-02,
1.08135e+02,1.56650e-01,5.64175e-02,
1.21137e+02,1.60585e-01,4.26096e-02,
1.11574e+02,1.61319e-01,8.50009e-02,
1.11991e+02,1.56446e-01,2.87632e-02,
1.15561e+02,1.58272e-01,5.87874e-02,
1.05468e+02,1.54097e-01,-2.21197e+00,
1.09463e+02,1.53321e-01,-2.20328e+00,
1.15096e+02,1.65836e-01,2.90761e-02,
1.05574e+02,1.53158e-01,4.21687e-02,
1.15834e+02,1.54242e-01,-2.18962e+00,
1.09925e+02,1.54517e-01,1.78860e-02,
1.12992e+02,1.54345e-01,-2.19568e+00,
1.14103e+02,1.49137e-01,3.68828e-02,
1.12330e+02,1.53804e-01,2.92534e-02,
1.10245e+02,1.56401e-01,-2.20159e+00,
1.09572e+02,1.54015e-01,2.84467e-02,
1.02326e+02,1.45779e-01,-2.21888e+00,
1.15317e+02,1.54567e-01,5.93136e-02,
1.14644e+02,1.58256e-01,5.00597e-02,
1.09769e+02,1.50602e-01,-2.20262e+00,
1.15558e+02,1.58721e-01,5.89940e-02,
1.10369e+02,1.48743e-01,8.86689e-02,
1.07678e+02,1.59173e-01,1.72964e-02,
1.07605e+02,1.50070e-01,3.97056e-02,
1.09645e+02,1.52670e-01,6.89301e-02,
1.10308e+02,1.52218e-01,-2.20145e+00,
1.15132e+02,1.56849e-01,-2.19111e+00,
1.07544e+02,1.57000e-01,-2.20744e+00,
1.08604e+02,1.49739e-01,3.29589e-02,
1.12411e+02,1.59086e-01,-2.19693e+00,
1.11618e+02,1.62218e-01,4.33683e-02,
1.14055e+02,1.51288e-01,-2.19341e+00,
1.05642e+02,1.54302e-01,7.07321e-02,
1.12947e+02,1.57865e-01,7.45112e-02,
1.10701e+02,1.60777e-01,3.86301e-02,
1.06839e+02,1.59413e-01,7.40614e-03,
1.10303e+02,1.54684e-01,2.47545e-02,
1.06143e+02,1.51968e-01,3.02032e-02,
1.15278e+02,1.53258e-01,-2.19080e+00,
1.15021e+02,1.50721e-01,2.05610e-02,
1.12549e+02,1.53560e-01,4.23194e-03,
1.24583e+02,1.61556e-01,2.30717e-02,
1.09169e+02,1.54712e-01,-2.20392e+00,
1.14109e+02,1.51675e-01,8.08825e-02,
1.13189e+02,1.51237e-01,4.41730e-02,
1.13094e+02,1.57618e-01,6.92980e-02,
1.12481e+02,1.53904e-01,-2.19678e+00,
1.11309e+02,1.46392e-01,5.95790e-02,
1.07585e+02,1.50432e-01,5.05599e-02,
1.05188e+02,1.51814e-01,-2.21259e+00,
1.13355e+02,1.53593e-01,8.41548e-02,
1.02922e+02,1.54991e-01,-2.21756e+00,
1.20333e+02,1.57605e-01,-2.18011e+00,
1.11421e+02,1.51092e-01,3.38548e-02,
1.07940e+02,1.49789e-01,-2.20658e+00,
1.15028e+02,1.51589e-01,2.83290e-02,
1.14863e+02,1.52445e-01,3.83979e-02,
1.07871e+02,1.53457e-01,7.10475e-02,
1.10643e+02,1.49488e-01,-2.20073e+00,
1.12722e+02,1.59320e-01,6.26286e-02,
1.16757e+02,1.52915e-01,2.57315e-02,
1.11033e+02,1.49296e-01,-2.19989e+00,
1.08711e+02,1.53698e-01,-2.20491e+00,
1.10688e+02,1.64338e-01,3.81742e-02,
1.15701e+02,1.54871e-01,4.10646e-02,
1.10117e+02,1.51258e-01,3.72323e-02,
1.12483e+02,1.60692e-01,4.19695e-02,
1.11122e+02,1.55088e-01,3.48180e-02,
1.02446e+02,1.41142e-01,-2.21861e+00,
1.11361e+02,1.48095e-01,-2.19918e+00,
1.07820e+02,1.55019e-01,3.77788e-02,
1.07637e+02,1.56035e-01,9.13402e-03,
1.13263e+02,1.53594e-01,-2.19510e+00,
1.10454e+02,1.42133e-01,5.74771e-02,
1.22594e+02,1.53736e-01,2.11904e-02,
1.09482e+02,1.44182e-01,5.79805e-02,
1.04478e+02,1.57994e-01,-2.21414e+00,
1.13959e+02,1.49424e-01,1.46603e-02,
1.07940e+02,1.56608e-01,-2.20658e+00,
1.20495e+02,1.50358e-01,2.71398e-02,
1.12674e+02,1.55661e-01,-2.19636e+00,
1.15730e+02,1.54748e-01,1.40933e-02,
1.12915e+02,1.53905e-01,3.72841e-02,
1.09690e+02,1.50582e-01,-2.20279e+00,
1.17451e+02,1.52948e-01,3.61402e-02,
1.14454e+02,1.47758e-01,-2.19256e+00,
1.05587e+02,1.53970e-01,-2.21171e+00,
1.18957e+02,1.51669e-01,8.34070e-03,
1.13801e+02,1.55318e-01,4.45914e-02,
1.09289e+02,1.49492e-01,-2.20366e+00,
1.10768e+02,1.54186e-01,3.38779e-02,
1.05672e+02,1.50175e-01,2.90425e-02,
1.22359e+02,1.55926e-01,-2.17587e+00,
1.04257e+02,1.56112e-01,6.53514e-02,
1.14653e+02,1.55026e-01,2.28188e-02,
1.12724e+02,1.55256e-01,-2.19626e+00,
1.12658e+02,1.53184e-01,-2.19640e+00,
1.10456e+02,1.54063e-01,2.50426e-02,
1.07547e+02,1.55889e-01,-2.20744e+00,
1.13118e+02,1.52768e-01,-2.19541e+00,
1.07920e+02,1.49458e-01,-2.20663e+00,
1.11668e+02,1.57350e-01,2.82042e-02,
1.07862e+02,1.49299e-01,-2.20675e+00,
1.04537e+02,1.52651e-01,3.30481e-02,
1.06450e+02,1.51111e-01,-2.20983e+00,
1.06465e+02,1.54487e-01,-2.20979e+00,
1.06303e+02,1.53425e-01,2.47151e-02,
1.16565e+02,1.50125e-01,4.69251e-02,
1.12407e+02,1.49510e-01,-2.19694e+00,
1.11567e+02,1.56239e-01,3.81380e-02,
1.07813e+02,1.53091e-01,-2.20686e+00,
1.11226e+02,1.50392e-01,-2.19948e+00,
1.11039e+02,1.57146e-01,1.39407e-02,
1.10540e+02,1.56820e-01,5.37967e-02,
1.15884e+02,1.55044e-01,-2.18951e+00,
1.14271e+02,1.63843e-01,-2.19295e+00,
2.65917e+01,1.41319e-01,-2.40583e+00,
1.06489e+02,1.52809e-01,-2.20974e+00,
1.14469e+02,1.54496e-01,-2.19253e+00,
1.10313e+02,1.50324e-01,5.57852e-02,
1.03885e+02,1.48295e-01,5.44786e-02,
1.08587e+02,1.55322e-01,5.50809e-02,
1.14147e+02,1.64863e-01,4.09842e-02,
1.10154e+02,1.55760e-01,-2.20179e+00,
1.17433e+02,1.52620e-01,3.45910e-02,
1.08354e+02,1.57746e-01,-2.20568e+00,
1.11133e+02,1.58711e-01,6.47267e-02,
1.13432e+02,1.51917e-01,-2.19474e+00,
1.13106e+02,1.42562e-01,-2.19544e+00,
1.15349e+02,1.54858e-01,7.71772e-03,
1.01253e+02,1.46556e-01,-2.22125e+00,
1.09109e+02,1.49889e-01,-2.20405e+00,
1.11101e+02,1.50162e-01,2.54565e-02,
1.07077e+02,1.54794e-01,5.00439e-02,
1.13118e+02,1.53002e-01,-2.19541e+00,
1.11248e+02,1.55984e-01,-2.19943e+00,
9.59029e+01,1.43999e-01,-2.23318e+00,
1.11956e+02,1.58622e-01,-2.19791e+00,
1.03685e+02,1.49231e-01,6.53216e-02,
1.09186e+02,1.49645e-01,2.15458e-02,
1.03905e+02,1.48830e-01,-2.21540e+00,
1.10034e+02,1.64464e-01,4.00301e-02,
1.05120e+02,1.44471e-01,3.16142e-02,
1.15034e+02,1.45336e-01,-2.19132e+00,
1.16398e+02,1.51557e-01,3.27664e-02,
1.09712e+02,1.52548e-01,-2.20274e+00,
1.10348e+02,1.49065e-01,7.67928e-02,
1.10375e+02,1.46000e-01,5.51941e-02,
1.08847e+02,1.59246e-01,-2.20461e+00,
1.08041e+02,1.48521e-01,-2.20636e+00,
1.11553e+02,1.57816e-01,2.24241e-04,
1.11295e+02,1.49827e-01,-2.19933e+00,
1.08851e+02,1.49454e-01,4.90505e-02,
1.06945e+02,1.44452e-01,3.67440e-02,
1.12606e+02,1.52034e-01,6.06981e-02,
1.13416e+02,1.52890e-01,4.91167e-02,
1.11314e+02,1.49484e-01,4.98795e-02,
1.09913e+02,1.51624e-01,5.46551e-02,
1.07387e+02,1.49784e-01,-2.20778e+00,
1.06632e+02,1.57985e-01,-2.20943e+00,
9.94838e+01,1.47827e-01,-2.22517e+00,
1.09434e+02,1.60561e-01,-2.20334e+00,
1.09555e+02,1.57539e-01,-2.20308e+00,
1.05443e+02,1.43828e-01,2.32358e-02,
1.01344e+02,1.44760e-01,-2.22105e+00,
1.08478e+02,1.44190e-01,-2.20542e+00,
1.14020e+02,1.54537e-01,4.38330e-02,
1.15478e+02,1.53559e-01,-2.19038e+00,
1.11550e+02,1.55977e-01,-2.19878e+00,
1.02840e+02,1.54676e-01,-2.21774e+00,
1.20048e+02,1.60939e-01,6.20972e-02,
1.14596e+02,1.57660e-01,3.74649e-02,
1.08136e+02,1.45578e-01,4.21127e-02,
1.11328e+02,1.54647e-01,-2.19926e+00,
1.12256e+02,1.51607e-01,3.59961e-02,
1.05350e+02,1.59347e-01,-2.21223e+00,
9.64923e+01,1.45282e-01,-2.23186e+00,
1.05155e+02,1.49713e-01,5.98266e-02,
1.18052e+02,1.53289e-01,6.14496e-02,
1.05733e+02,1.50701e-01,8.30440e-03,
1.14433e+02,1.55575e-01,5.36977e-02,
1.12038e+02,1.45696e-01,-2.19773e+00,
1.25349e+02,1.51312e-01,-2.16965e+00,
1.03688e+02,1.55120e-01,-2.21588e+00,
1.17680e+02,1.55770e-01,3.00723e-02,
1.08860e+02,1.55626e-01,-2.20459e+00,
1.07963e+02,1.54352e-01,-2.20653e+00,
1.05876e+02,1.46115e-01,-2.21108e+00,
1.03829e+02,1.48991e-01,-2.21557e+00,
9.69037e+01,1.49699e-01,-2.23094e+00,
1.06622e+02,1.52937e-01,1.80198e-02,
1.02842e+02,1.50036e-01,2.15771e-02,
1.08753e+02,1.54687e-01,-2.20482e+00,
1.00746e+02,1.48687e-01,4.90750e-02,
1.05728e+02,1.48895e-01,6.44157e-02,
1.13598e+02,1.52941e-01,-2.19438e+00,
1.13983e+02,1.42202e-01,2.60666e-02,
1.10226e+02,1.46454e-01,2.87924e-02,
1.12557e+02,1.52041e-01,3.63993e-02,
1.11877e+02,1.44127e-01,4.29618e-02,
1.09798e+02,1.49722e-01,4.62419e-04,
1.09791e+02,1.51247e-01,1.83649e-02,
1.07685e+02,1.57074e-01,-2.20714e+00,
1.08535e+02,1.50062e-01,1.83823e-02,
1.09863e+02,1.50335e-01,4.45457e-02,
1.00449e+02,1.52410e-01,-2.22303e+00,
1.02524e+02,1.42653e-01,-2.21844e+00,
1.15727e+02,1.55355e-01,3.72651e-02,
1.07173e+02,1.42540e-01,6.23219e-02,
1.05369e+02,1.49296e-01,4.84874e-02,
9.94877e+01,1.42394e-01,9.45816e-03,
1.06631e+02,1.45789e-01,4.39570e-02,
1.11777e+02,1.50962e-01,2.07213e-02,
1.06787e+02,1.49902e-01,7.35265e-02,
1.06381e+02,1.48157e-01,1.61262e-02,
1.11485e+02,1.40323e-01,2.92083e-02,
1.00226e+02,1.47916e-01,-2.22353e+00,
1.13925e+02,1.52873e-01,6.19079e-03,
1.04255e+02,1.50286e-01,-2.21463e+00,
1.02825e+02,1.43581e-01,-2.21778e+00,
1.15657e+02,1.51511e-01,-2.18999e+00,
1.13159e+02,1.51400e-01,1.19429e-02,
1.22628e+02,1.51117e-01,4.90911e-02,
1.16026e+02,1.52862e-01,-2.18921e+00,
1.11310e+02,1.51212e-01,-2.19929e+00,
1.12437e+02,1.46268e-01,2.89153e-02,
1.08300e+02,1.48424e-01,-2.20580e+00,
1.12977e+02,1.54402e-01,8.67915e-03,
1.11712e+02,1.47544e-01,3.01826e-02,
1.12992e+02,1.52190e-01,-2.19568e+00,
1.18349e+02,1.58677e-01,2.52791e-02,
9.17275e+01,1.40701e-01,-2.24262e+00,
1.05242e+02,1.51056e-01,5.55893e-02,
1.07819e+02,1.52186e-01,1.98401e-02,
1.10240e+02,1.53252e-01,2.20160e+06,
1.02145e+02,1.48695e-01,-2.21928e+00,
1.07363e+02,1.44645e-01,7.51379e-02,
1.12077e+02,1.46758e-01,3.79762e-02,
1.12369e+02,1.55789e-01,5.23155e-02,
1.04665e+02,1.49552e-01,-2.21373e+00,
1.09433e+02,1.47261e-01,3.09119e-02,
1.05706e+02,1.50307e-01,4.58290e-02,
1.16739e+02,1.51565e-01,-2.18770e+00,
1.11105e+02,1.50249e-01,-2.19974e+00,
1.13967e+02,1.49091e-01,1.64816e-02,
1.07899e+02,1.48097e-01,4.44853e-02,
9.64724e+01,1.47989e-01,1.64632e-02,
1.09257e+02,1.50233e-01,-2.20373e+00,
1.14164e+02,1.51644e-01,-2.19318e+00,
1.09096e+02,1.50391e-01,2.44414e-02,
1.07249e+02,1.42488e-01,2.38706e-02,
1.16845e+02,1.40125e-01,4.01653e-02,
1.05656e+02,1.42694e-01,-2.21156e+00,
1.01180e+02,1.49537e-01,-2.22141e+00,
1.04399e+02,1.50383e-01,-2.21431e+00,
1.11846e+02,1.52757e-01,-2.19814e+00,
1.08842e+02,1.50931e-01,-2.20462e+00,
1.11104e+02,1.44619e-01,4.43701e-02,
9.91424e+01,1.49044e-01,6.18637e-03,
1.07220e+02,1.52252e-01,4.34315e-02,
1.15369e+02,1.49861e-01,6.65042e-02,
1.05515e+02,1.46194e-01,-2.21187e+00,
1.13115e+02,1.54336e-01,4.62734e-02,
1.06102e+02,1.54356e-01,4.56055e-02,
1.07612e+02,1.52099e-01,-2.20730e+00,
1.14859e+02,1.49684e-01,5.80335e-02,
1.03175e+02,1.48204e-01,-2.21700e+00,
1.08543e+02,1.50278e-01,2.80338e-02,
1.04847e+02,1.48045e-01,-2.21333e+00,
1.08543e+02,1.51552e-01,2.92055e-02,
1.12124e+02,1.50377e-01,-2.19754e+00,
1.07046e+02,1.54821e-01,1.61004e-02,
1.09103e+02,1.50826e-01,-2.20406e+00,
1.12361e+02,1.51728e-01,-2.19704e+00,
1.14065e+02,1.50161e-01,4.25896e-02,
1.11924e+02,1.51986e-01,-2.19797e+00,
1.10529e+02,1.57372e-01,3.68653e-02,
1.10300e+02,1.47425e-01,-2.20147e+00,
1.07726e+02,1.50869e-01,5.04483e-02,
1.14653e+02,1.47139e-01,-2.19213e+00,
1.07950e+02,1.43035e-01,2.61303e-02,
1.09675e+02,1.48259e-01,2.14620e-02,
1.12423e+02,1.50305e-01,-2.19690e+00,
1.12161e+02,1.46143e-01,3.71046e-02,
1.10030e+02,1.57809e-01,1.03099e-02,
1.05059e+02,1.50950e-01,3.60829e-02,
1.08823e+02,1.49012e-01,-2.20467e+00,
1.10375e+02,1.48466e-01,2.55721e-04,
9.96335e+01,1.52304e-01,1.00436e-03,
1.10811e+02,1.54143e-01,1.97558e-02,
1.13450e+02,1.51613e-01,4.89850e-02,
1.12755e+02,1.48494e-01,8.14819e-02,
1.09198e+02,1.50648e-01,2.61933e-03,
1.15810e+02,1.56657e-01,2.13894e-02,
1.11842e+02,1.58416e-01,-2.19815e+00,
1.05802e+02,1.48425e-01,4.59055e-02,
1.08881e+02,1.53018e-01,3.14818e-02,
1.10651e+02,1.45454e-01,-2.20071e+00,
1.15313e+02,1.50378e-01,-2.19073e+00,
1.08735e+02,1.50972e-01,-2.20486e+00,
1.05470e+02,1.51006e-01,4.65562e-02,
1.05851e+02,1.42275e-01,5.18436e-02,
1.09050e+02,1.48876e-01,7.16330e-02,
1.09377e+02,1.44160e-01,2.17853e-02,
1.00903e+02,1.50951e-01,-2.22202e+00,
1.09361e+02,1.46812e-01,-2.20350e+00,
1.08762e+02,1.56478e-01,-2.20480e+00,
1.05439e+02,1.55700e-01,2.57850e-02,
1.04632e+02,1.52313e-01,-2.21380e+00,
1.13575e+02,1.48189e-01,3.20505e-02,
1.03619e+02,1.46679e-01,2.66330e-02,
1.07615e+02,1.40357e-01,3.25354e-02,
1.05211e+02,1.53961e-01,4.97681e-02,
1.03233e+02,1.53591e-01,-2.21688e+00,
1.11422e+02,1.57392e-01,9.57284e-03,
1.06436e+02,1.48103e-01,3.34686e-02,
9.53232e+01,1.50361e-01,-2.23449e+00,
9.80231e+01,1.51949e-01,2.44846e-02,
1.08815e+02,1.45980e-01,2.59240e-02,
1.08739e+02,1.53730e-01,3.06691e-02,
1.00764e+02,1.47269e-01,3.09232e-02,
1.13541e+02,1.45794e-01,6.32698e-02,
1.03263e+02,1.45589e-01,4.70058e-03,
1.09136e+02,1.40446e-01,7.53152e-03,
1.05646e+02,1.49552e-01,2.75090e-02,
9.52437e+01,1.54886e-01,-2.23466e+00,
1.12554e+02,1.55405e-01,6.38005e-03,
1.00575e+02,1.54836e-01,2.42262e-02,
1.02432e+02,1.48444e-01,-2.21864e+00,
1.13673e+02,1.50098e-01,5.97176e-02,
1.04449e+02,1.54084e-01,6.08684e-02,
1.08235e+02,1.44531e-01,4.21814e-02,
1.11367e+02,1.47595e-01,1.97453e-02,
1.05865e+02,1.54104e-01,6.24743e-02,
1.05506e+02,1.46723e-01,3.81327e-02,
9.62224e+01,1.60629e-01,-2.23246e+00,
1.14994e+02,1.51287e-01,-2.19140e+00,
1.04907e+02,1.48187e-01,-2.21320e+00,
1.02509e+02,1.45250e-01,3.71715e-02,
1.09110e+02,1.50711e-01,-2.20405e+00,
1.11621e+02,1.51815e-01,-2.19863e+00,
1.12815e+02,1.55917e-01,5.09805e-02,
1.11385e+02,1.48623e-01,5.69320e-02,
1.04007e+02,1.47556e-01,4.05333e-02,
1.11060e+02,1.48651e-01,-2.19983e+00,
1.04889e+02,1.51579e-01,1.11591e-02,
1.00612e+02,1.46023e-01,2.19115e-02,
9.83132e+01,1.39153e-01,5.30010e-02,
1.09621e+02,1.41619e-01,9.24233e-03,
1.17516e+02,1.50028e-01,7.35570e-02,
1.13728e+02,1.46318e-01,-2.19411e+00,
1.13045e+02,1.41783e-01,-2.19557e+00,
1.06033e+02,1.51310e-01,5.70429e-02,
1.07625e+02,1.48461e-01,-2.20727e+00,
1.07238e+02,1.52645e-01,-2.20811e+00,
1.03903e+02,1.51641e-01,-2.21540e+00,
1.02204e+02,1.47100e-01,3.00305e-02,
1.09551e+02,1.49154e-01,4.12373e-02,
1.18396e+02,1.49815e-01,4.27056e-02,
1.10332e+02,1.48868e-01,-2.20140e+00,
1.08466e+02,1.48546e-01,4.49189e-03,
1.09925e+02,1.51030e-01,7.50291e-02,
1.02410e+02,1.41083e-01,-2.21869e+00,
1.14544e+02,1.51467e-01,5.80519e-02,
1.11793e+02,1.49494e-01,4.62807e-02,
1.07715e+02,1.50570e-01,-2.20707e+00,
1.20122e+02,1.57672e-01,5.13229e-02,
1.04482e+02,1.44972e-01,-2.21413e+00,
1.12379e+02,1.44896e-01,4.77128e-02,
1.11932e+02,1.53679e-01,6.50721e-02,
1.09407e+02,1.52420e-01,-2.20340e+00,
1.00094e+02,1.45666e-01,-2.22382e+00,
1.09364e+02,1.48073e-01,-2.20349e+00,
1.06914e+02,1.45819e-01,1.25323e-02,
1.12682e+02,1.41152e-01,1.02672e-02,
1.08978e+02,1.42118e-01,-2.20433e+00,
1.05254e+02,1.52696e-01,-2.21244e+00,
1.07559e+02,1.53938e-01,4.93508e-02,
1.11887e+02,1.52724e-01,4.83587e-03,
1.11738e+02,1.48014e-01,1.88108e-02,
1.12319e+02,1.46267e-01,4.74567e-02,
1.02092e+02,1.51849e-01,9.71928e-02,
1.07281e+02,1.54078e-01,1.17584e-03,
1.04318e+02,1.50305e-01,4.04405e-02,
1.12690e+02,1.44449e-01,3.39817e-02,
1.07998e+02,1.47522e-01,4.79861e-02,
1.04737e+02,1.53344e-01,6.90379e-02,
1.09185e+02,1.47622e-01,-2.20388e+00,
1.04312e+02,1.50911e-01,-2.21451e+00,
1.06273e+02,1.49170e-01,-2.21021e+00,
1.09028e+02,1.50406e-01,3.02200e-02,
1.13184e+02,1.47492e-01,4.30679e-02,
1.14930e+02,1.51877e-01,2.20696e-02,
