2012 Feb 07 05:45:30
                     Time,     [ht12]_ppm,  [ht12]_ppm_se,     [ht13]_ppm,  [ht13]_ppm_se,     [ht18]_ppm,  [ht18]_ppm_se,      [H2O]_ppm,   [H2O]_ppm_se,      [CO2]_ppm,   [CO2]_ppm_se,           d13C,        d13C_se,           d18O,        d18O_se,    [12CO2]_ppm, [12CO2]_ppm_se,    [13CO2]_ppm, [13CO2]_ppm_se,    [18CO2]_ppm, [18CO2]_ppm_se,  [CO2_dry]_ppm,[CO2_dry]_ppm_se,      GasP_torr,   GasP_torr_se,         GasT_C,      GasT_C_se,         RD0_us,      RD0_us_se,            Gnd,         Gnd_se,         LTC0_b,      LTC0_b_se,         LTC0_v,      LTC0_v_se,          Peak0,       Peak0_se,         Xaxis0,      Xaxis0_se,         Xaxis1,      Xaxis1_se,         Xaxis2,      Xaxis2_se,           BL0T,        BL0T_se,           BL1T,        BL1T_se,           BL2F,        BL2F_se,           BL3F,        BL3F_se,     12CO2_0_CT,  12CO2_0_CT_se,     12CO2_0_AT,  12CO2_0_AT_se,     12CO2_0_DF,  12CO2_0_DF_se,     12CO2_0_PF,  12CO2_0_PF_se,     13CO2_1_CT,  13CO2_1_CT_se,     13CO2_1_AT,  13CO2_1_AT_se,     13CO2_1_DF,  13CO2_1_DF_se,     13CO2_1_PF,  13CO2_1_PF_se, 12C16O18O_3_CT,12C16O18O_3_CT_se, 12C16O18O_3_AT,12C16O18O_3_AT_se, 12C16O18O_3_DF,12C16O18O_3_DF_se, 12C16O18O_3_PF,12C16O18O_3_PF_se,      H2O_13_CF,   H2O_13_CF_se,      H2O_13_AT,   H2O_13_AT_se,      H2O_13_DF,   H2O_13_DF_se,      H2O_13_PF,   H2O_13_PF_se,       Fit_Flag,   N_Fits_Avg'd
    02/07/12 05:45:44.754,    5.08641e+02,    0.00000e+00,    6.90917e+00,    0.00000e+00,    8.12537e+00,    0.00000e+00,    6.71156e+03,    0.00000e+00,    5.39922e+02,    0.00000e+00,    1.37111e+02,    0.00000e+00,    2.36126e+03,    0.00000e+00,    5.25753e+02,    0.00000e+00,    6.71804e+00,    0.00000e+00,    7.45140e+00,    0.00000e+00,    5.43570e+02,    0.00000e+00,    2.04557e+01,    0.00000e+00,    3.09951e+01,    0.00000e+00,    4.04472e+01,    0.00000e+00,    1.21290e+02,    0.00000e+00,    6.29400e+04,    0.00000e+00,    4.60396e+00,    0.00000e+00,    3.07619e+02,    0.00000e+00,    1.23398e+01,    0.00000e+00,   -7.24527e-02,    0.00000e+00,    2.80463e-01,    0.00000e+00,    1.25014e+03,    0.00000e+00,    2.91136e-01,    0.00000e+00,   -2.00000e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,    6.46607e+00,    0.00000e+00,    1.20441e-03,    0.00000e+00,    1.76778e-01,    0.00000e+00,    7.06680e-02,    0.00000e+00,   -6.32672e+00,    0.00000e+00,    1.69961e-03,    0.00000e+00,    1.74784e-01,    0.00000e+00,    7.17031e-02,    0.00000e+00,    8.28306e+00,    0.00000e+00,    8.92570e-04,    0.00000e+00,    1.72885e-01,    0.00000e+00,    1.15339e-01,    0.00000e+00,   -1.26748e+01,    0.00000e+00,    1.57838e-02,    0.00000e+00,    2.76246e-01,    0.00000e+00,    6.00788e-02,    0.00000e+00,              3,              1
    02/07/12 05:45:45.752,    3.74061e+02,    0.00000e+00,    7.33173e+00,    0.00000e+00,    6.79162e+00,    0.00000e+00,    6.69551e+03,    0.00000e+00,    3.97065e+02,    0.00000e+00,    6.72546e+02,    0.00000e+00,    2.84813e+03,    0.00000e+00,    3.83588e+02,    0.00000e+00,    7.20944e+00,    0.00000e+00,    6.26733e+00,    0.00000e+00,    3.99742e+02,    0.00000e+00,    2.09591e+01,    0.00000e+00,    3.10053e+01,    0.00000e+00,    4.04088e+01,    0.00000e+00,    1.21702e+02,    0.00000e+00,    6.29400e+04,    0.00000e+00,    4.60396e+00,    0.00000e+00,    3.06175e+02,    0.00000e+00,    1.23398e+01,    0.00000e+00,   -7.24527e-02,    0.00000e+00,    2.80463e-01,    0.00000e+00,    1.24917e+03,    0.00000e+00,    2.91295e-01,    0.00000e+00,   -2.00000e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,    6.51746e+00,    0.00000e+00,    9.06824e-04,    0.00000e+00,    1.76781e-01,    0.00000e+00,    7.23869e-02,    0.00000e+00,   -6.37131e+00,    0.00000e+00,    1.84615e-03,    0.00000e+00,    1.74787e-01,    0.00000e+00,    7.34658e-02,    0.00000e+00,    8.14577e+00,    0.00000e+00,    7.63639e-04,    0.00000e+00,    1.72888e-01,    0.00000e+00,    1.18174e-01,    0.00000e+00,   -1.26713e+01,    0.00000e+00,    1.61192e-02,    0.00000e+00,    2.76251e-01,    0.00000e+00,    6.15300e-02,    0.00000e+00,              3,              1
    02/07/12 05:45:46.755,    5.39215e+02,    0.00000e+00,    7.27430e+00,    0.00000e+00,    7.70108e+00,    0.00000e+00,    6.69555e+03,    0.00000e+00,    5.72376e+02,    0.00000e+00,    1.28833e+02,    0.00000e+00,    1.96361e+03,    0.00000e+00,    5.58323e+02,    0.00000e+00,    7.08228e+00,    0.00000e+00,    6.97048e+00,    0.00000e+00,    5.76234e+02,    0.00000e+00,    2.04466e+01,    0.00000e+00,    3.09949e+01,    0.00000e+00,    4.04080e+01,    0.00000e+00,    1.21493e+02,    0.00000e+00,    6.29400e+04,    0.00000e+00,    4.60396e+00,    0.00000e+00,    3.07361e+02,    0.00000e+00,    1.23398e+01,    0.00000e+00,   -7.24527e-02,    0.00000e+00,    2.80463e-01,    0.00000e+00,    1.24926e+03,    0.00000e+00,    2.91191e-01,    0.00000e+00,   -2.00000e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,    6.47526e+00,    0.00000e+00,    1.27500e-03,    0.00000e+00,    1.76778e-01,    0.00000e+00,    7.06189e-02,    0.00000e+00,   -6.35942e+00,    0.00000e+00,    1.78690e-03,    0.00000e+00,    1.74784e-01,    0.00000e+00,    7.16714e-02,    0.00000e+00,    8.23811e+00,    0.00000e+00,    8.44767e-04,    0.00000e+00,    1.72885e-01,    0.00000e+00,    1.15291e-01,    0.00000e+00,   -1.26767e+01,    0.00000e+00,    1.57238e-02,    0.00000e+00,    2.76246e-01,    0.00000e+00,    6.00239e-02,    0.00000e+00,              3,              1
    02/07/12 05:45:47.759,    4.30913e+02,    0.00000e+00,    7.54718e+00,    0.00000e+00,    7.94160e+00,    0.00000e+00,    6.69684e+03,    0.00000e+00,    4.57414e+02,    0.00000e+00,    4.86914e+02,    0.00000e+00,    2.92060e+03,    0.00000e+00,    4.42663e+02,    0.00000e+00,    7.39634e+00,    0.00000e+00,    7.35477e+00,    0.00000e+00,    4.60498e+02,    0.00000e+00,    1.99238e+01,    0.00000e+00,    3.10041e+01,    0.00000e+00,    4.04381e+01,    0.00000e+00,    1.21567e+02,    0.00000e+00,    6.29400e+04,    0.00000e+00,    4.60396e+00,    0.00000e+00,    3.07964e+02,    0.00000e+00,    1.23398e+01,    0.00000e+00,   -7.24527e-02,    0.00000e+00,    2.80463e-01,    0.00000e+00,    1.24938e+03,    0.00000e+00,    2.91143e-01,    0.00000e+00,   -2.00000e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,    6.45379e+00,    0.00000e+00,    9.93750e-04,    0.00000e+00,    1.76780e-01,    0.00000e+00,    6.88088e-02,    0.00000e+00,   -6.35219e+00,    0.00000e+00,    1.80785e-03,    0.00000e+00,    1.74786e-01,    0.00000e+00,    6.98370e-02,    0.00000e+00,    8.26989e+00,    0.00000e+00,    8.49457e-04,    0.00000e+00,    1.72887e-01,    0.00000e+00,    1.12336e-01,    0.00000e+00,   -1.26724e+01,    0.00000e+00,    1.53370e-02,    0.00000e+00,    2.76250e-01,    0.00000e+00,    5.84878e-02,    0.00000e+00,              3,              1
    02/07/12 05:45:48.763,    5.45957e+02,    0.00000e+00,    8.07117e+00,    0.00000e+00,    8.38076e+00,    0.00000e+00,    6.68176e+03,    0.00000e+00,    5.79533e+02,    0.00000e+00,    2.43895e+02,    0.00000e+00,    2.21034e+03,    0.00000e+00,    5.64008e+02,    0.00000e+00,    7.88364e+00,    0.00000e+00,    7.64133e+00,    0.00000e+00,    5.83431e+02,    0.00000e+00,    1.94574e+01,    0.00000e+00,    3.10062e+01,    0.00000e+00,    4.04524e+01,    0.00000e+00,    1.21452e+02,    0.00000e+00,    6.29400e+04,    0.00000e+00,    4.60396e+00,    0.00000e+00,    3.07363e+02,    0.00000e+00,    1.23398e+01,    0.00000e+00,   -7.24527e-02,    0.00000e+00,    2.80463e-01,    0.00000e+00,    1.24948e+03,    0.00000e+00,    2.91120e-01,    0.00000e+00,   -2.00000e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,    6.47516e+00,    0.00000e+00,    1.23006e-03,    0.00000e+00,    1.76781e-01,    0.00000e+00,    6.72000e-02,    0.00000e+00,   -6.37982e+00,    0.00000e+00,    1.88877e-03,    0.00000e+00,    1.74787e-01,    0.00000e+00,    6.82021e-02,    0.00000e+00,    8.06908e+00,    0.00000e+00,    8.75745e-04,    0.00000e+00,    1.72888e-01,    0.00000e+00,    1.09709e-01,    0.00000e+00,   -1.26742e+01,    0.00000e+00,    1.49497e-02,    0.00000e+00,    2.76251e-01,    0.00000e+00,    5.71188e-02,    0.00000e+00,              3,              1
    02/07/12 05:45:49.766,    4.87267e+02,    0.00000e+00,    7.35055e+00,    0.00000e+00,    8.11620e+00,    0.00000e+00,    6.76419e+03,    0.00000e+00,    5.17233e+02,    0.00000e+00,    2.70747e+02,    0.00000e+00,    2.51561e+03,    0.00000e+00,    5.02593e+02,    0.00000e+00,    7.17684e+00,    0.00000e+00,    7.46371e+00,    0.00000e+00,    5.20756e+02,    0.00000e+00,    1.93720e+01,    0.00000e+00,    3.09996e+01,    0.00000e+00,    4.04528e+01,    0.00000e+00,    1.21340e+02,    0.00000e+00,    6.29400e+04,    0.00000e+00,    4.60396e+00,    0.00000e+00,    3.08196e+02,    0.00000e+00,    1.23398e+01,    0.00000e+00,   -7.24527e-02,    0.00000e+00,    2.80463e-01,    0.00000e+00,    1.24968e+03,    0.00000e+00,    2.91244e-01,    0.00000e+00,   -2.00000e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,    6.44551e+00,    0.00000e+00,    1.09291e-03,    0.00000e+00,    1.76779e-01,    0.00000e+00,    6.69022e-02,    0.00000e+00,   -6.35276e+00,    0.00000e+00,    1.71262e-03,    0.00000e+00,    1.74785e-01,    0.00000e+00,    6.79038e-02,    0.00000e+00,    8.14346e+00,    0.00000e+00,    8.44423e-04,    0.00000e+00,    1.72886e-01,    0.00000e+00,    1.09226e-01,    0.00000e+00,   -1.26830e+01,    0.00000e+00,    1.50673e-02,    0.00000e+00,    2.76248e-01,    0.00000e+00,    5.68663e-02,    0.00000e+00,              3,              1
    02/07/12 05:45:50.769,    4.42666e+02,    0.00000e+00,    6.60966e+00,    0.00000e+00,    6.24917e+00,    0.00000e+00,    6.70091e+03,    0.00000e+00,    4.69889e+02,    0.00000e+00,    2.57064e+02,    0.00000e+00,    1.92009e+03,    0.00000e+00,    4.57784e+02,    0.00000e+00,    6.46659e+00,    0.00000e+00,    5.63885e+00,    0.00000e+00,    4.73059e+02,    0.00000e+00,    1.93593e+01,    0.00000e+00,    3.10006e+01,    0.00000e+00,    4.04316e+01,    0.00000e+00,    1.21427e+02,    0.00000e+00,    6.29400e+04,    0.00000e+00,    4.60396e+00,    0.00000e+00,    3.06665e+02,    0.00000e+00,    1.23398e+01,    0.00000e+00,   -7.24527e-02,    0.00000e+00,    2.80463e-01,    0.00000e+00,    1.24970e+03,    0.00000e+00,    2.91203e-01,    0.00000e+00,   -2.00000e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,    6.50002e+00,    0.00000e+00,    9.91712e-04,    0.00000e+00,    1.76779e-01,    0.00000e+00,    6.68690e-02,    0.00000e+00,   -6.34183e+00,    0.00000e+00,    1.53818e-03,    0.00000e+00,    1.74785e-01,    0.00000e+00,    6.78589e-02,    0.00000e+00,    8.12738e+00,    0.00000e+00,    6.49402e-04,    0.00000e+00,    1.72886e-01,    0.00000e+00,    1.09155e-01,    0.00000e+00,   -1.26816e+01,    0.00000e+00,    1.49088e-02,    0.00000e+00,    2.76248e-01,    0.00000e+00,    5.68431e-02,    0.00000e+00,              3,              1
    02/07/12 05:45:51.773,    4.58184e+02,    0.00000e+00,    6.53691e+00,    0.00000e+00,    7.93229e+00,    0.00000e+00,    6.69273e+03,    0.00000e+00,    4.86361e+02,    0.00000e+00,    1.97931e+02,    0.00000e+00,    2.67259e+03,    0.00000e+00,    4.72669e+02,    0.00000e+00,    6.36279e+00,    0.00000e+00,    7.32924e+00,    0.00000e+00,    4.89638e+02,    0.00000e+00,    1.93552e+01,    0.00000e+00,    3.10004e+01,    0.00000e+00,    4.03827e+01,    0.00000e+00,    1.21119e+02,    0.00000e+00,    6.29400e+04,    0.00000e+00,    4.60396e+00,    0.00000e+00,    3.07721e+02,    0.00000e+00,    1.23398e+01,    0.00000e+00,   -7.24527e-02,    0.00000e+00,    2.80463e-01,    0.00000e+00,    1.24961e+03,    0.00000e+00,    2.91276e-01,    0.00000e+00,   -2.00000e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,    6.46243e+00,    0.00000e+00,    1.02502e-03,    0.00000e+00,    1.76779e-01,    0.00000e+00,    6.68481e-02,    0.00000e+00,   -6.38044e+00,    0.00000e+00,    1.51909e-03,    0.00000e+00,    1.74785e-01,    0.00000e+00,    6.78448e-02,    0.00000e+00,    8.12797e+00,    0.00000e+00,    8.23138e-04,    0.00000e+00,    1.72886e-01,    0.00000e+00,    1.09134e-01,    0.00000e+00,   -1.26754e+01,    0.00000e+00,    1.48694e-02,    0.00000e+00,    2.76248e-01,    0.00000e+00,    5.68202e-02,    0.00000e+00,              3,              1
    02/07/12 05:45:52.791,    4.42898e+02,    0.00000e+00,    7.16850e+00,    0.00000e+00,    7.83968e+00,    0.00000e+00,    6.79192e+03,    0.00000e+00,    4.70135e+02,    0.00000e+00,    3.68654e+02,    0.00000e+00,    2.75580e+03,    0.00000e+00,    4.55880e+02,    0.00000e+00,    7.01136e+00,    0.00000e+00,    7.24402e+00,    0.00000e+00,    4.73350e+02,    0.00000e+00,    1.93488e+01,    0.00000e+00,    3.10033e+01,    0.00000e+00,    4.04032e+01,    0.00000e+00,    1.21033e+02,    0.00000e+00,    6.29400e+04,    0.00000e+00,    4.60396e+00,    0.00000e+00,    3.07618e+02,    0.00000e+00,    1.23398e+01,    0.00000e+00,   -7.24527e-02,    0.00000e+00,    2.80463e-01,    0.00000e+00,    1.24972e+03,    0.00000e+00,    2.91280e-01,    0.00000e+00,   -2.00000e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,    6.46611e+00,    0.00000e+00,    9.91041e-04,    0.00000e+00,    1.76780e-01,    0.00000e+00,    6.68244e-02,    0.00000e+00,   -6.35196e+00,    0.00000e+00,    1.66615e-03,    0.00000e+00,    1.74786e-01,    0.00000e+00,    6.78218e-02,    0.00000e+00,    8.16259e+00,    0.00000e+00,    8.13656e-04,    0.00000e+00,    1.72887e-01,    0.00000e+00,    1.09097e-01,    0.00000e+00,   -1.26851e+01,    0.00000e+00,    1.50927e-02,    0.00000e+00,    2.76250e-01,    0.00000e+00,    5.67996e-02,    0.00000e+00,              3,              1
    02/07/12 05:45:53.801,    4.89260e+02,    0.00000e+00,    7.13334e+00,    0.00000e+00,    8.58434e+00,    0.00000e+00,    6.73946e+03,    0.00000e+00,    5.19349e+02,    0.00000e+00,    2.25772e+02,    0.00000e+00,    2.72596e+03,    0.00000e+00,    5.04461e+02,    0.00000e+00,    6.94857e+00,    0.00000e+00,    7.93922e+00,    0.00000e+00,    5.22873e+02,    0.00000e+00,    1.93513e+01,    0.00000e+00,    3.10007e+01,    0.00000e+00,    4.04390e+01,    0.00000e+00,    1.21103e+02,    0.00000e+00,    6.29400e+04,    0.00000e+00,    4.60396e+00,    0.00000e+00,    3.08610e+02,    0.00000e+00,    1.23398e+01,    0.00000e+00,   -7.24527e-02,    0.00000e+00,    2.80463e-01,    0.00000e+00,    1.24960e+03,    0.00000e+00,    2.91251e-01,    0.00000e+00,   -2.00000e-05,    0.00000e+00,    0.00000e+00,    0.00000e+00,    6.43079e+00,    0.00000e+00,    1.09585e-03,    0.00000e+00,    1.76779e-01,    0.00000e+00,    6.68456e-02,    0.00000e+00,   -6.36537e+00,    0.00000e+00,    1.65967e-03,    0.00000e+00,    1.74785e-01,    0.00000e+00,    6.78310e-02,    0.00000e+00,    8.08259e+00,    0.00000e+00,    8.91863e-04,    0.00000e+00,    1.72886e-01,    0.00000e+00,    1.09112e-01,    0.00000e+00,   -1.26796e+01,    0.00000e+00,    1.49911e-02,    0.00000e+00,    2.76248e-01,    0.00000e+00,    5.68245e-02,    0.00000e+00,              3,              1
