456.46,6.77,7.40
412.06,6.64,6.13
566.40,7.22,8.17
443.48,6.64,6.49
524.92,7.26,7.47
578.08,7.91,8.85
627.23,7.44,8.25
611.96,8.39,8.02
563.90,8.55,8.34
636.11,7.43,7.55
504.82,6.44,7.09
491.81,7.29,7.86
521.54,7.48,6.98
512.96,7.54,7.27
498.11,7.61,6.39
445.49,7.09,7.39
518.20,7.10,6.82
471.48,7.00,6.91
441.07,7.08,7.33
519.20,7.32,6.31
538.77,7.07,5.15
441.60,7.28,6.36
471.27,6.91,4.86
467.95,6.88,6.43
457.89,7.65,6.38
501.27,6.71,7.77
496.14,7.12,7.20
496.13,7.39,6.38
468.14,6.91,7.44
455.65,6.90,7.01
491.22,6.94,6.04
461.71,6.61,6.74
466.13,6.85,6.09
532.14,7.19,6.02
461.71,6.24,6.84
476.07,6.86,6.65
463.63,7.42,6.82
517.22,7.02,5.81
384.31,6.91,7.19
434.79,7.60,6.83
488.37,6.78,6.17
504.62,8.06,6.11
461.09,7.03,6.15
529.80,5.66,6.76
430.70,6.85,6.30
471.51,6.60,5.85
473.63,7.65,5.49
433.43,6.79,6.34
401.41,6.67,8.17
462.19,6.41,5.71
489.41,5.93,7.11
509.77,6.17,7.57
433.34,6.30,5.87
431.67,6.72,6.61
457.31,6.67,6.74
374.91,7.00,6.08
495.47,6.69,6.00
438.87,6.78,7.90
354.57,7.01,6.79
486.27,6.03,6.10
469.63,6.59,5.64
472.56,6.67,6.02
447.83,7.33,6.48
442.55,7.38,7.80
388.24,6.44,4.39
443.95,6.62,5.92
428.09,7.19,6.00
469.06,6.80,6.33
405.07,7.56,5.82
566.22,6.44,6.87
532.82,7.30,6.71
8520.25,99.29,52.46
44142.90,502.67,193.27
85846.60,968.75,365.03
131035.00,1473.60,546.88
177810.00,1999.61,740.21
207733.00,2327.69,858.54
190464.00,2130.42,785.04
156005.00,1737.93,644.61
115015.00,1275.97,473.62
72475.00,801.75,301.39
38655.10,428.57,164.93
19005.90,210.56,88.64
9510.91,105.43,53.13
5370.98,59.31,43.20
3461.97,39.75,34.06
2632.00,29.97,31.28
2176.40,25.08,25.94
1814.15,21.11,22.13
1564.85,18.48,21.28
1294.04,16.56,17.38
1195.01,14.80,15.56
1052.43,13.93,15.66
1011.51,12.30,12.73
928.18,13.00,13.14
932.56,11.72,12.74
886.24,10.85,10.98
